Gene stable ID,62407fba-fb7c-46cb-ab66-f2a49470a0e9
ENSG00000072315,0
ENSG00000072364,4571
ENSG00000072401,2147
ENSG00000072415,1407
ENSG00000072422,1054
ENSG00000072501,8194
ENSG00000072506,10361
ENSG00000072518,6326
ENSG00000072571,1718
ENSG00000072609,3515
ENSG00000072657,13
ENSG00000072682,1976
ENSG00000072694,1855
ENSG00000072736,3045
ENSG00000072756,2677
ENSG00000072778,12598
ENSG00000072786,7818
ENSG00000072803,2116
ENSG00000072818,8232
ENSG00000072832,2835
ENSG00000072840,1266
ENSG00000072849,5683
ENSG00000072858,2261
ENSG00000072864,3909
ENSG00000072952,749
ENSG00000072954,2056
ENSG00000072958,5355
ENSG00000073008,3941
ENSG00000073050,4920
ENSG00000073060,19622
ENSG00000073067,676
ENSG00000073111,7442
ENSG00000073146,15
ENSG00000073150,304
ENSG00000073169,2520
ENSG00000073282,3824
ENSG00000073331,4353
ENSG00000073350,6529
ENSG00000073417,1700
ENSG00000073464,1456
ENSG00000073536,1610
ENSG00000073578,7917
ENSG00000073584,10781
ENSG00000073598,6
ENSG00000073605,1704
ENSG00000073614,7874
ENSG00000073670,54
ENSG00000073711,1169
ENSG00000073712,2039
ENSG00000073734,26
ENSG00000073737,136
ENSG00000073754,17
ENSG00000073756,86
ENSG00000073792,276
ENSG00000073803,5897
ENSG00000073849,11292
ENSG00000073861,1045
ENSG00000073905,11
ENSG00000073910,2950
ENSG00000073921,14854
ENSG00000073969,5600
ENSG00000074047,268
ENSG00000074054,3977
ENSG00000074071,13435
ENSG00000074181,5385
ENSG00000074201,16039
ENSG00000074211,351
ENSG00000074219,6220
ENSG00000074266,4182
ENSG00000074276,25
ENSG00000074317,11
ENSG00000074319,5795
ENSG00000074356,3497
ENSG00000074370,25264
ENSG00000074410,841
ENSG00000074416,2700
ENSG00000074527,2491
ENSG00000074582,3205
ENSG00000074590,461
ENSG00000074603,3600
ENSG00000074621,831
ENSG00000074657,3374
ENSG00000074660,577
ENSG00000074695,7961
ENSG00000074696,6610
ENSG00000074706,2083
ENSG00000074755,4206
ENSG00000074771,5
ENSG00000074800,80472
ENSG00000074803,86
ENSG00000074842,10927
ENSG00000074855,966
ENSG00000074935,1879
ENSG00000074964,2216
ENSG00000074966,367
ENSG00000075035,1825
ENSG00000075043,131
ENSG00000075073,52
ENSG00000075089,3228
ENSG00000075131,1525
ENSG00000075142,7321
ENSG00000075151,5705
ENSG00000075188,1912
ENSG00000075213,114
ENSG00000075218,2558
ENSG00000075223,1328
ENSG00000075234,2014
ENSG00000075239,5612
ENSG00000075240,3117
ENSG00000075275,5445
ENSG00000075290,2
ENSG00000075292,16360
ENSG00000075303,1414
ENSG00000075336,1636
ENSG00000075340,1742
ENSG00000075388,0
ENSG00000075391,2077
ENSG00000075399,1594
ENSG00000075407,4117
ENSG00000075413,6400
ENSG00000075415,18092
ENSG00000075420,6472
ENSG00000075426,7781
ENSG00000075429,0
ENSG00000075461,186
ENSG00000075539,5147
ENSG00000075568,4023
ENSG00000075618,32136
ENSG00000075624,836255
ENSG00000075643,1387
ENSG00000075651,1798
ENSG00000075673,1
ENSG00000075702,1378
ENSG00000075711,6024
ENSG00000075785,36249
ENSG00000075790,6059
ENSG00000075826,897
ENSG00000075856,5385
ENSG00000075884,5713
ENSG00000075886,8
ENSG00000075891,2
ENSG00000075914,4907
ENSG00000075945,3320
ENSG00000075975,4541
ENSG00000076003,7887
ENSG00000076043,7422
ENSG00000076053,1875
ENSG00000076067,2793
ENSG00000076108,6810
ENSG00000076201,5889
ENSG00000076242,3025
ENSG00000076248,8571
ENSG00000076258,344
ENSG00000076321,972
ENSG00000076344,231
ENSG00000076351,436
ENSG00000076356,1178
ENSG00000076382,6001
ENSG00000076513,8801
ENSG00000076554,15897
ENSG00000076555,1558
ENSG00000076604,12613
ENSG00000076641,2883
ENSG00000076650,1817
ENSG00000076662,755
ENSG00000076685,1078
ENSG00000076706,8850
ENSG00000076716,426
ENSG00000076770,2905
ENSG00000076826,1639
ENSG00000076864,1950
ENSG00000076924,6073
ENSG00000076928,24947
ENSG00000076944,4614
ENSG00000076984,3461
ENSG00000077009,0
ENSG00000077044,1989
ENSG00000077063,124
ENSG00000077080,1
ENSG00000077092,2230
ENSG00000077097,17614
ENSG00000077147,16772
ENSG00000077150,10765
ENSG00000077152,3207
ENSG00000077157,3779
ENSG00000077232,11019
ENSG00000077235,9540
ENSG00000077238,4515
ENSG00000077254,6114
ENSG00000077264,421
ENSG00000077274,1413
ENSG00000077279,215
ENSG00000077312,14768
ENSG00000077327,67
ENSG00000077348,3968
ENSG00000077380,5884
ENSG00000077420,5098
ENSG00000077454,1471
ENSG00000077458,2366
ENSG00000077463,2523
ENSG00000077498,4
ENSG00000077514,3711
ENSG00000077522,144
ENSG00000077549,26691
ENSG00000077585,1319
ENSG00000077616,167
ENSG00000077684,6154
ENSG00000077713,1928
ENSG00000077721,6276
ENSG00000077782,5080
ENSG00000077800,4
ENSG00000077935,183
ENSG00000077942,6455
ENSG00000077943,323
ENSG00000077984,3695
ENSG00000078018,4684
ENSG00000078043,2594
ENSG00000078053,72
ENSG00000078061,6333
ENSG00000078070,6035
ENSG00000078081,9794
ENSG00000078098,440
ENSG00000078114,7825
ENSG00000078124,2858
ENSG00000078140,10553
ENSG00000078142,3617
ENSG00000078177,943
ENSG00000078237,2514
ENSG00000078246,3232
ENSG00000078269,6466
ENSG00000078295,6844
ENSG00000078304,13363
ENSG00000078319,1457
ENSG00000078328,0
ENSG00000078369,28509
ENSG00000078399,244
ENSG00000078401,658
ENSG00000078403,4823
ENSG00000078487,1414
ENSG00000078549,292
ENSG00000078579,34
ENSG00000078589,1176
ENSG00000078596,3732
ENSG00000078618,17410
ENSG00000078668,11052
ENSG00000078674,14297
ENSG00000078687,3476
ENSG00000078699,4285
ENSG00000078725,34
ENSG00000078747,4544
ENSG00000078795,43
ENSG00000078804,6249
ENSG00000078808,7568
ENSG00000078814,112
ENSG00000078898,8
ENSG00000078900,184
ENSG00000078902,6700
ENSG00000078967,3407
ENSG00000079101,331
ENSG00000079102,626
ENSG00000079112,28
ENSG00000079134,5148
ENSG00000079150,1826
ENSG00000079156,225
ENSG00000079215,794
ENSG00000079246,36089
ENSG00000079257,1348
ENSG00000079263,5768
ENSG00000079277,2654
ENSG00000079308,4845
ENSG00000079313,3234
ENSG00000079332,11325
ENSG00000079335,1268
ENSG00000079337,915
ENSG00000079385,1947
ENSG00000079387,2106
ENSG00000079393,9
ENSG00000079432,6162
ENSG00000079435,734
ENSG00000079459,20875
ENSG00000079462,6814
ENSG00000079482,437
ENSG00000079557,4
ENSG00000079616,9743
ENSG00000079689,4
ENSG00000079691,2789
ENSG00000079739,10208
ENSG00000079785,11210
ENSG00000079805,12702
ENSG00000079819,4789
ENSG00000079841,29
ENSG00000079931,501
ENSG00000079950,6773
ENSG00000079974,2119
ENSG00000079999,7316
ENSG00000080007,107
ENSG00000080031,102
ENSG00000080166,42
ENSG00000080189,8640
ENSG00000080200,180
ENSG00000080224,0
ENSG00000080293,1
ENSG00000080298,1834
ENSG00000080345,5845
ENSG00000080371,5702
ENSG00000080493,119
ENSG00000080503,14004
ENSG00000080511,0
ENSG00000080546,2597
ENSG00000080561,583
ENSG00000080572,0
ENSG00000080573,1102
ENSG00000080603,13954
ENSG00000080608,4466
ENSG00000080618,4
ENSG00000080644,33
ENSG00000080709,30
ENSG00000080802,3191
ENSG00000080815,6545
ENSG00000080819,1173
ENSG00000080822,8677
ENSG00000080823,1322
ENSG00000080824,78602
ENSG00000080839,5599
ENSG00000080845,11443
ENSG00000080854,93
ENSG00000080910,0
ENSG00000080947,204
ENSG00000080986,4713
ENSG00000081014,1831
ENSG00000081019,2163
ENSG00000081026,1079
ENSG00000081041,240
ENSG00000081051,0
ENSG00000081052,585
ENSG00000081059,19174
ENSG00000081087,2474
ENSG00000081138,117
ENSG00000081148,41
ENSG00000081154,10795
ENSG00000081177,2306
ENSG00000081181,157
ENSG00000081189,7083
ENSG00000081237,13918
ENSG00000081248,0
ENSG00000081277,19121
ENSG00000081307,4398
ENSG00000081320,10968
ENSG00000081377,964
ENSG00000081386,1293
ENSG00000081479,328
ENSG00000081665,2283
ENSG00000081692,3950
ENSG00000081721,1784
ENSG00000081760,5464
ENSG00000081791,3605
ENSG00000081800,3
ENSG00000081803,608
ENSG00000081818,101
ENSG00000081842,5
ENSG00000081853,43
ENSG00000081870,4541
ENSG00000081913,2586
ENSG00000081923,940
ENSG00000081985,691
ENSG00000082014,1522
ENSG00000082068,2240
ENSG00000082074,11378
ENSG00000082126,6
ENSG00000082146,1402
ENSG00000082153,11783
ENSG00000082175,852
ENSG00000082196,256
ENSG00000082212,4585
ENSG00000082213,1523
ENSG00000082258,5533
ENSG00000082269,1074
ENSG00000082293,41
ENSG00000082397,1425
ENSG00000082438,2198
ENSG00000082458,4291
ENSG00000082482,390
ENSG00000082497,3328
ENSG00000082512,3670
ENSG00000082515,2995
ENSG00000082516,2346
ENSG00000082556,13
ENSG00000082641,32661
ENSG00000082684,65
ENSG00000082701,5533
ENSG00000082781,2729
ENSG00000082805,3589
ENSG00000082898,22011
ENSG00000082929,7
ENSG00000082996,5594
ENSG00000083067,42
ENSG00000083093,1858
ENSG00000083097,1995
ENSG00000083099,4982
ENSG00000083123,1101
ENSG00000083168,5116
ENSG00000083223,4385
ENSG00000083290,1096
ENSG00000083307,5741
ENSG00000083312,6433
ENSG00000083444,13991
ENSG00000083454,1505
ENSG00000083457,1890
ENSG00000083520,7961
ENSG00000083535,3306
ENSG00000083544,3174
ENSG00000083622,0
ENSG00000083635,1212
ENSG00000083642,3031
ENSG00000083720,3407
ENSG00000083750,1164
ENSG00000083782,8
ENSG00000083799,12241
ENSG00000083807,1528
ENSG00000083812,1247
ENSG00000083814,1259
ENSG00000083817,753
ENSG00000083828,1412
ENSG00000083838,1039
ENSG00000083844,3660
ENSG00000083845,37608
ENSG00000083857,5846
ENSG00000083896,11055
ENSG00000083937,3595
ENSG00000084070,11503
ENSG00000084072,6029
ENSG00000084073,5275
ENSG00000084090,18759
ENSG00000084092,3118
ENSG00000084093,3864
ENSG00000084110,16
ENSG00000084112,3842
ENSG00000084207,44215
ENSG00000084234,59330
ENSG00000084444,650
ENSG00000084453,530
ENSG00000084463,12995
ENSG00000084623,24723
ENSG00000084628,187
ENSG00000084636,5012
ENSG00000084652,12105
ENSG00000084674,1
ENSG00000084676,5825
ENSG00000084693,3744
ENSG00000084710,404
ENSG00000084731,1228
ENSG00000084733,13293
ENSG00000084734,34
ENSG00000084754,20672
ENSG00000084764,1444
ENSG00000084774,4489
ENSG00000085063,53917
ENSG00000085117,5587
ENSG00000085185,949
ENSG00000085224,5568
ENSG00000085231,2185
ENSG00000085265,1252
ENSG00000085274,2346
ENSG00000085276,434
ENSG00000085365,3482
ENSG00000085377,4443
ENSG00000085382,797
ENSG00000085415,5669
ENSG00000085433,646
ENSG00000085449,6007
ENSG00000085465,269
ENSG00000085491,1366
ENSG00000085511,3596
ENSG00000085514,1169
ENSG00000085552,968
ENSG00000085563,559
ENSG00000085644,5571
ENSG00000085662,5002
ENSG00000085719,12658
ENSG00000085721,8358
ENSG00000085733,19845
ENSG00000085741,3677
ENSG00000085760,4984
ENSG00000085788,5595
ENSG00000085831,759
ENSG00000085832,9152
ENSG00000085840,801
ENSG00000085871,2711
ENSG00000085872,4479
ENSG00000085978,2634
ENSG00000085982,2360
ENSG00000085998,6028
ENSG00000085999,1053
ENSG00000086015,5019
ENSG00000086061,25209
ENSG00000086062,18263
ENSG00000086065,7131
ENSG00000086102,5345
ENSG00000086159,13
ENSG00000086189,4640
ENSG00000086200,1248
ENSG00000086205,1324
ENSG00000086232,28905
ENSG00000086288,740
ENSG00000086289,465
ENSG00000086300,1955
ENSG00000086475,9844
ENSG00000086504,9584
ENSG00000086506,53
ENSG00000086544,3504
ENSG00000086548,109
ENSG00000086570,1605
ENSG00000086589,4771
ENSG00000086598,29076
ENSG00000086619,758
ENSG00000086666,6918
ENSG00000086696,200
ENSG00000086712,3637
ENSG00000086717,85
ENSG00000086730,3125
ENSG00000086758,17025
ENSG00000086827,3030
ENSG00000086848,911
ENSG00000086967,97
ENSG00000086991,246
ENSG00000087008,2400
ENSG00000087053,6451
ENSG00000087074,4831
ENSG00000087076,344
ENSG00000087077,8046
ENSG00000087085,447
ENSG00000087086,317751
ENSG00000087087,13769
ENSG00000087088,7985
ENSG00000087095,3645
ENSG00000087111,4398
ENSG00000087116,2426
ENSG00000087128,8
ENSG00000087152,6368
ENSG00000087157,3006
ENSG00000087191,18420
ENSG00000087206,2704
ENSG00000087237,1035
ENSG00000087245,12196
ENSG00000087250,478
ENSG00000087253,2716
ENSG00000087258,225
ENSG00000087263,7292
ENSG00000087266,4797
ENSG00000087269,4024
ENSG00000087274,15136
ENSG00000087299,535
ENSG00000087301,734
ENSG00000087302,14992
ENSG00000087303,162
ENSG00000087338,3558
ENSG00000087365,30227
ENSG00000087448,2560
ENSG00000087460,268319
ENSG00000087470,10622
ENSG00000087494,268
ENSG00000087495,42
ENSG00000087502,7190
ENSG00000087510,5542
ENSG00000087586,4344
ENSG00000087589,212
ENSG00000087842,2184
ENSG00000087884,4843
ENSG00000087903,656
ENSG00000087995,2219
ENSG00000088002,164
ENSG00000088035,3085
ENSG00000088038,6511
ENSG00000088053,21
ENSG00000088179,2095
ENSG00000088205,7932
ENSG00000088247,16022
ENSG00000088256,3415
ENSG00000088280,4763
ENSG00000088298,4319
ENSG00000088305,1535
ENSG00000088320,299
ENSG00000088325,12708
ENSG00000088340,483
ENSG00000088356,3008
ENSG00000088367,9856
ENSG00000088386,17
ENSG00000088387,4837
ENSG00000088448,11258
ENSG00000088451,1538
ENSG00000088538,771
ENSG00000088543,527
ENSG00000088682,12173
ENSG00000088726,215
ENSG00000088727,1022
ENSG00000088756,312
ENSG00000088766,6833
ENSG00000088782,0
ENSG00000088808,2542
ENSG00000088812,2592
ENSG00000088826,2082
ENSG00000088827,4909
ENSG00000088832,23903
ENSG00000088833,6095
ENSG00000088836,2514
ENSG00000088854,794
ENSG00000088876,1070
ENSG00000088881,446
ENSG00000088882,1433
ENSG00000088888,5650
ENSG00000088899,2478
ENSG00000088926,1
ENSG00000088930,6427
ENSG00000088970,1817
ENSG00000088986,25934
ENSG00000088992,430
ENSG00000089006,13512
ENSG00000089009,94341
ENSG00000089012,3552
ENSG00000089022,5122
ENSG00000089041,924
ENSG00000089048,2303
ENSG00000089050,2249
ENSG00000089053,15310
ENSG00000089057,2621
ENSG00000089060,5495
ENSG00000089063,13807
ENSG00000089091,364
ENSG00000089094,7859
ENSG00000089101,25
ENSG00000089116,12
ENSG00000089123,768
ENSG00000089127,24529
ENSG00000089154,8300
ENSG00000089157,145820
ENSG00000089159,9609
ENSG00000089163,119
ENSG00000089169,34
ENSG00000089177,1274
ENSG00000089195,3627
ENSG00000089199,57
ENSG00000089220,65207
ENSG00000089225,146
ENSG00000089234,3892
ENSG00000089248,21984
ENSG00000089250,28
ENSG00000089280,38606
ENSG00000089289,6462
ENSG00000089327,33430
ENSG00000089335,5094
ENSG00000089351,6622
ENSG00000089356,10743
ENSG00000089472,2711
ENSG00000089486,4428
ENSG00000089505,39
ENSG00000089558,30
ENSG00000089597,42333
ENSG00000089639,5367
ENSG00000089682,663
ENSG00000089685,10366
ENSG00000089692,4535
ENSG00000089693,43424
ENSG00000089723,86
ENSG00000089737,16022
ENSG00000089775,2364
ENSG00000089818,5439
ENSG00000089820,9513
ENSG00000089847,162
ENSG00000089876,2791
ENSG00000089902,2497
ENSG00000089916,1914
ENSG00000090006,5211
ENSG00000090013,4768
ENSG00000090020,5295
ENSG00000090054,2833
ENSG00000090060,18025
ENSG00000090061,604
ENSG00000090097,5936
ENSG00000090104,9299
ENSG00000090238,7073
ENSG00000090263,7168
ENSG00000090266,13326
ENSG00000090273,16491
ENSG00000090316,4690
ENSG00000090339,4239
ENSG00000090372,8636
ENSG00000090376,427
ENSG00000090382,6429
ENSG00000090402,3
ENSG00000090432,2017
ENSG00000090447,2601
ENSG00000090470,3594
ENSG00000090487,17785
ENSG00000090512,2
ENSG00000090520,14721
ENSG00000090530,879
ENSG00000090534,26
ENSG00000090539,232
ENSG00000090554,823
ENSG00000090565,3567
ENSG00000090581,7439
ENSG00000090612,4725
ENSG00000090615,10033
ENSG00000090621,18948
ENSG00000090659,286
ENSG00000090661,2141
ENSG00000090674,1996
ENSG00000090686,6047
ENSG00000090776,2651
ENSG00000090857,6891
ENSG00000090861,16382
ENSG00000090863,21357
ENSG00000090889,2426
ENSG00000090905,6019
ENSG00000090924,3659
ENSG00000090932,47
ENSG00000090971,2352
ENSG00000090975,2069
ENSG00000090989,4218
ENSG00000091009,2851
ENSG00000091010,3
ENSG00000091039,3611
ENSG00000091073,2899
ENSG00000091106,357
ENSG00000091127,5108
ENSG00000091128,23
ENSG00000091129,136
ENSG00000091136,9537
ENSG00000091137,47
ENSG00000091138,11
ENSG00000091140,8712
ENSG00000091157,1639
ENSG00000091164,7871
ENSG00000091181,21
ENSG00000091262,120
ENSG00000091317,8458
ENSG00000091409,11040
ENSG00000091428,415
ENSG00000091436,4437
ENSG00000091482,98
ENSG00000091483,15808
ENSG00000091490,6097
ENSG00000091513,1091
ENSG00000091527,17475
ENSG00000091536,72
ENSG00000091542,11110
ENSG00000091583,0
ENSG00000091592,5670
ENSG00000091622,1362
ENSG00000091640,3672
ENSG00000091651,3345
ENSG00000091656,414
ENSG00000091664,0
ENSG00000091704,10
ENSG00000091732,2677
ENSG00000091831,454
ENSG00000091844,285
ENSG00000091879,551
ENSG00000091947,3289
ENSG00000091972,2011
ENSG00000091986,7333
ENSG00000092009,14
ENSG00000092010,23218
ENSG00000092020,2141
ENSG00000092036,1279
ENSG00000092051,92
ENSG00000092054,27
ENSG00000092067,28
ENSG00000092068,1451
ENSG00000092094,4063
ENSG00000092096,2446
ENSG00000092098,922
ENSG00000092108,5525
ENSG00000092140,1267
ENSG00000092148,6596
ENSG00000092199,55411
ENSG00000092200,73
ENSG00000092201,10025
ENSG00000092203,6086
ENSG00000092208,1073
ENSG00000092295,809
ENSG00000092330,4453
ENSG00000092345,34
ENSG00000092377,0
ENSG00000092421,810
ENSG00000092439,5630
ENSG00000092445,3211
ENSG00000092470,2104
ENSG00000092529,118
ENSG00000092531,4365
ENSG00000092607,396
ENSG00000092621,14373
ENSG00000092758,15807
ENSG00000092820,24910
ENSG00000092841,78460
ENSG00000092847,4472
ENSG00000092850,24
ENSG00000092853,377
ENSG00000092871,2014
ENSG00000092929,4471
ENSG00000092931,3221
ENSG00000092964,12085
ENSG00000092969,1373
ENSG00000092978,1871
ENSG00000093000,9322
ENSG00000093009,3322
ENSG00000093010,12866
ENSG00000093072,12351
ENSG00000093100,15
ENSG00000093134,30
ENSG00000093144,4675
ENSG00000093167,7514
ENSG00000093183,3688
ENSG00000093217,695
ENSG00000094631,4134
ENSG00000094661,2
ENSG00000094755,29368
ENSG00000094796,7
ENSG00000094804,2413
ENSG00000094841,1735
ENSG00000094880,2976
ENSG00000094914,3937
ENSG00000094916,10421
ENSG00000094963,2677
ENSG00000094975,4090
ENSG00000095002,7465
ENSG00000095015,5933
ENSG00000095059,6898
ENSG00000095066,1647
ENSG00000095110,4
ENSG00000095139,17238
ENSG00000095203,777
ENSG00000095209,1210
ENSG00000095261,3602
ENSG00000095303,938
ENSG00000095319,5549
ENSG00000095321,1708
ENSG00000095370,4253
ENSG00000095380,10614
ENSG00000095383,1594
ENSG00000095397,783
ENSG00000095464,83
ENSG00000095485,3478
ENSG00000095539,364
ENSG00000095564,2267
ENSG00000095574,1998
ENSG00000095585,3645
ENSG00000095587,59
ENSG00000095596,104
ENSG00000095627,40
ENSG00000095637,1489
ENSG00000095713,842
ENSG00000095739,5110
ENSG00000095752,52
ENSG00000095777,347
ENSG00000095787,16720
ENSG00000095794,3081
ENSG00000095906,6969
ENSG00000095917,2
ENSG00000095932,124
ENSG00000095951,2084
ENSG00000095970,1013
ENSG00000095981,0
ENSG00000096006,6964
ENSG00000096060,7529
ENSG00000096063,8480
ENSG00000096070,1292
ENSG00000096080,1712
ENSG00000096088,5
ENSG00000096092,1579
ENSG00000096093,1000
ENSG00000096264,12
ENSG00000096384,108525
ENSG00000096395,0
ENSG00000096401,5257
ENSG00000096433,7486
ENSG00000096654,1170
ENSG00000096696,27784
ENSG00000096717,2513
ENSG00000096746,17753
ENSG00000096872,1738
ENSG00000096968,3222
ENSG00000096996,1356
ENSG00000097007,3723
ENSG00000097021,3059
ENSG00000097033,8783
ENSG00000097046,1346
ENSG00000097096,227
ENSG00000099139,241
ENSG00000099194,35812
ENSG00000099203,510
ENSG00000099204,12091
ENSG00000099219,2366
ENSG00000099246,7889
ENSG00000099250,3577
ENSG00000099251,381
ENSG00000099256,2255
ENSG00000099260,3389
ENSG00000099282,1151
ENSG00000099284,1969
ENSG00000099290,4167
ENSG00000099308,2104
ENSG00000099326,1255
ENSG00000099330,1391
ENSG00000099331,11948
ENSG00000099337,2292
ENSG00000099338,316
ENSG00000099341,15289
ENSG00000099364,2355
ENSG00000099365,134
ENSG00000099377,959
ENSG00000099381,4871
ENSG00000099385,8414
ENSG00000099399,1
ENSG00000099617,6
ENSG00000099622,26265
ENSG00000099624,5864
ENSG00000099625,53
ENSG00000099715,1
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,53
ENSG00000099783,17839
ENSG00000099785,2162
ENSG00000099795,9847
ENSG00000099797,18207
ENSG00000099800,5625
ENSG00000099804,3045
ENSG00000099810,5128
ENSG00000099812,264
ENSG00000099814,2776
ENSG00000099817,7410
ENSG00000099821,4359
ENSG00000099822,51
ENSG00000099834,45
ENSG00000099840,153
ENSG00000099849,5107
ENSG00000099860,4969
ENSG00000099864,631
ENSG00000099866,73
ENSG00000099869,1
ENSG00000099875,10595
ENSG00000099889,1159
ENSG00000099899,4243
ENSG00000099901,13870
ENSG00000099904,3721
ENSG00000099910,2754
ENSG00000099917,12109
ENSG00000099937,4
ENSG00000099940,5231
ENSG00000099942,11956
ENSG00000099949,5455
ENSG00000099953,7041
ENSG00000099954,31
ENSG00000099956,9975
ENSG00000099957,18
ENSG00000099958,2208
ENSG00000099960,55
ENSG00000099968,8530
ENSG00000099974,363
ENSG00000099977,4034
ENSG00000099984,6
ENSG00000099985,290
ENSG00000099991,7280
ENSG00000099992,1767
ENSG00000099994,2036
ENSG00000099995,10056
ENSG00000099998,3397
ENSG00000099999,1220
ENSG00000100003,1215
ENSG00000100012,1
ENSG00000100014,3123
ENSG00000100023,7645
ENSG00000100024,136
ENSG00000100027,274
ENSG00000100028,16553
ENSG00000100029,12229
ENSG00000100030,15683
ENSG00000100031,1503
ENSG00000100033,705
ENSG00000100034,3063
ENSG00000100036,232
ENSG00000100038,22
ENSG00000100053,41
ENSG00000100055,4612
ENSG00000100056,3181
ENSG00000100058,1830
