Gene stable ID,8997905f-23b7-4c4d-b4dd-aaa1ec7e8ad8
ENSG00000072657,5
ENSG00000072682,3491
ENSG00000072694,423
ENSG00000072736,942
ENSG00000072756,853
ENSG00000072778,17101
ENSG00000072786,2069
ENSG00000072803,3522
ENSG00000072818,392
ENSG00000072832,834
ENSG00000072840,3214
ENSG00000072849,2727
ENSG00000072858,1616
ENSG00000072864,3545
ENSG00000072952,460
ENSG00000072954,211
ENSG00000072958,2687
ENSG00000073008,848
ENSG00000073050,3284
ENSG00000073060,5603
ENSG00000073067,2
ENSG00000073111,2808
ENSG00000073146,29
ENSG00000073150,168
ENSG00000073169,1838
ENSG00000073282,38
ENSG00000073331,2165
ENSG00000073350,5224
ENSG00000073417,1183
ENSG00000073464,63
ENSG00000073536,1281
ENSG00000073578,6382
ENSG00000073584,4415
ENSG00000073598,3
ENSG00000073605,122
ENSG00000073614,4094
ENSG00000073670,6
ENSG00000073711,930
ENSG00000073712,1623
ENSG00000073734,0
ENSG00000073737,17
ENSG00000073754,0
ENSG00000073756,17
ENSG00000073792,51
ENSG00000073803,2428
ENSG00000073849,2799
ENSG00000073861,37
ENSG00000073905,18
ENSG00000073910,3112
ENSG00000073921,7796
ENSG00000073969,3434
ENSG00000074047,186
ENSG00000074054,3058
ENSG00000074071,7726
ENSG00000074181,14207
ENSG00000074201,4351
ENSG00000074211,684
ENSG00000074219,3334
ENSG00000074266,1118
ENSG00000074276,32
ENSG00000074317,1
ENSG00000074319,3981
ENSG00000074356,2883
ENSG00000074370,7788
ENSG00000074410,30724
ENSG00000074416,7552
ENSG00000074527,7713
ENSG00000074582,1125
ENSG00000074590,1727
ENSG00000074603,2896
ENSG00000074621,1333
ENSG00000074657,2664
ENSG00000074660,513
ENSG00000074695,9491
ENSG00000074696,16078
ENSG00000074706,84
ENSG00000074755,4491
ENSG00000074771,0
ENSG00000074800,53185
ENSG00000074803,8
ENSG00000074842,4944
ENSG00000074855,1207
ENSG00000074935,482
ENSG00000074964,3041
ENSG00000074966,8
ENSG00000075035,3
ENSG00000075043,4
ENSG00000075073,54
ENSG00000075089,1307
ENSG00000075131,343
ENSG00000075142,7242
ENSG00000075151,5683
ENSG00000075188,891
ENSG00000075213,37
ENSG00000075218,475
ENSG00000075223,10454
ENSG00000075234,2467
ENSG00000075239,2989
ENSG00000075240,2996
ENSG00000075275,35254
ENSG00000075290,4
ENSG00000075292,6423
ENSG00000075303,1145
ENSG00000075336,1212
ENSG00000075340,161
ENSG00000075388,0
ENSG00000075391,2032
ENSG00000075399,1289
ENSG00000075407,1916
ENSG00000075413,3509
ENSG00000075415,21713
ENSG00000075420,2936
ENSG00000075426,15943
ENSG00000075429,1
ENSG00000075461,10489
ENSG00000075539,3351
ENSG00000075568,4742
ENSG00000075618,4251
ENSG00000075624,281655
ENSG00000075643,1104
ENSG00000075651,385
ENSG00000075673,0
ENSG00000075702,472
ENSG00000075711,5749
ENSG00000075785,13314
ENSG00000075790,4113
ENSG00000075826,130
ENSG00000075856,3373
ENSG00000075884,307
ENSG00000075886,3020
ENSG00000075891,10
ENSG00000075914,1712
ENSG00000075945,4739
ENSG00000075975,1525
ENSG00000076003,2561
ENSG00000076043,1401
ENSG00000076053,837
ENSG00000076067,2057
ENSG00000076108,7715
ENSG00000076201,5611
ENSG00000076242,2891
ENSG00000076248,2965
ENSG00000076258,425
ENSG00000076321,947
ENSG00000076344,853
ENSG00000076351,1145
ENSG00000076356,1299
ENSG00000076382,861
ENSG00000076513,2357
ENSG00000076554,13086
ENSG00000076555,902
ENSG00000076604,3844
ENSG00000076641,761
ENSG00000076650,601
ENSG00000076662,85
ENSG00000076685,846
ENSG00000076706,3835
ENSG00000076716,3311
ENSG00000076770,197
ENSG00000076826,2560
ENSG00000076864,1600
ENSG00000076924,4757
ENSG00000076928,4209
ENSG00000076944,4400
ENSG00000076984,2349
ENSG00000077009,0
ENSG00000077044,4630
ENSG00000077063,72
ENSG00000077080,0
ENSG00000077092,365
ENSG00000077097,13198
ENSG00000077147,12597
ENSG00000077150,3293
ENSG00000077152,881
ENSG00000077157,1695
ENSG00000077232,6799
ENSG00000077235,11580
ENSG00000077238,4180
ENSG00000077254,6112
ENSG00000077264,28
ENSG00000077274,16
ENSG00000077279,1
ENSG00000077312,3237
ENSG00000077327,3095
ENSG00000077348,1563
ENSG00000077380,8463
ENSG00000077420,1310
ENSG00000077454,1003
ENSG00000077458,378
ENSG00000077463,1059
ENSG00000077498,1
ENSG00000077514,1161
ENSG00000077522,1
ENSG00000077549,15998
ENSG00000077585,2058
ENSG00000077616,27
ENSG00000077684,1545
ENSG00000077713,909
ENSG00000077721,3085
ENSG00000077782,2784
ENSG00000077800,0
ENSG00000077935,9
ENSG00000077942,14629
ENSG00000077943,194
ENSG00000077984,201
ENSG00000078018,128
ENSG00000078043,1764
ENSG00000078053,209
ENSG00000078061,5203
ENSG00000078070,1170
ENSG00000078081,266
ENSG00000078098,2692
ENSG00000078114,9075
ENSG00000078124,2009
ENSG00000078140,5973
ENSG00000078142,2469
ENSG00000078177,705
ENSG00000078237,537
ENSG00000078246,1232
ENSG00000078269,3291
ENSG00000078295,511
ENSG00000078304,6046
ENSG00000078319,640
ENSG00000078328,28
ENSG00000078369,25501
ENSG00000078399,3769
ENSG00000078401,112
ENSG00000078403,971
ENSG00000078487,357
ENSG00000078549,94
ENSG00000078579,14
ENSG00000078589,83
ENSG00000078596,452
ENSG00000078618,9188
ENSG00000078668,4867
ENSG00000078674,9427
ENSG00000078687,2415
ENSG00000078699,2514
ENSG00000078725,10
ENSG00000078747,2582
ENSG00000078795,10
ENSG00000078804,2697
ENSG00000078808,11994
ENSG00000078814,44
ENSG00000078898,129
ENSG00000078900,234
ENSG00000078902,3329
ENSG00000078967,1201
ENSG00000079101,723
ENSG00000079102,244
ENSG00000079112,85
ENSG00000079134,1428
ENSG00000079150,772
ENSG00000079156,1199
ENSG00000079215,878
ENSG00000079246,20860
ENSG00000079257,499
ENSG00000079263,156
ENSG00000079277,1573
ENSG00000079308,5693
ENSG00000079313,1971
ENSG00000079332,6172
ENSG00000079335,102
ENSG00000079337,675
ENSG00000079385,860
ENSG00000079387,1037
ENSG00000079393,11
ENSG00000079432,9122
ENSG00000079435,1076
ENSG00000079459,6328
ENSG00000079462,4570
ENSG00000079482,784
ENSG00000079557,0
ENSG00000079616,4245
ENSG00000079689,39
ENSG00000079691,1621
ENSG00000079739,3786
ENSG00000079785,7358
ENSG00000079805,8431
ENSG00000079819,4484
ENSG00000079841,12
ENSG00000079931,360
ENSG00000079950,2399
ENSG00000079974,1154
ENSG00000079999,6498
ENSG00000080007,5
ENSG00000080031,20
ENSG00000080166,2
ENSG00000080189,3480
ENSG00000080200,398
ENSG00000080224,0
ENSG00000080293,8
ENSG00000080298,1053
ENSG00000080345,2733
ENSG00000080371,3516
ENSG00000080493,16
ENSG00000080503,12991
ENSG00000080511,3
ENSG00000080546,2756
ENSG00000080561,368
ENSG00000080572,5
ENSG00000080573,7018
ENSG00000080603,18204
ENSG00000080608,1541
ENSG00000080618,4
ENSG00000080644,7
ENSG00000080709,51
ENSG00000080802,1524
ENSG00000080815,6726
ENSG00000080819,847
ENSG00000080822,1807
ENSG00000080823,839
ENSG00000080824,68952
ENSG00000080839,375
ENSG00000080845,5562
ENSG00000080854,142
ENSG00000080910,0
ENSG00000080947,142
ENSG00000080986,357
ENSG00000081014,804
ENSG00000081019,1946
ENSG00000081026,1718
ENSG00000081041,8
ENSG00000081051,12
ENSG00000081052,56
ENSG00000081059,474
ENSG00000081087,1520
ENSG00000081138,31
ENSG00000081148,14
ENSG00000081154,4848
ENSG00000081177,2619
ENSG00000081181,163
ENSG00000081189,1245
ENSG00000081237,1905
ENSG00000081248,0
ENSG00000081277,8
ENSG00000081307,2137
ENSG00000081320,1321
ENSG00000081377,563
ENSG00000081386,663
ENSG00000081479,3274
ENSG00000081665,386
ENSG00000081692,1860
ENSG00000081721,805
ENSG00000081760,5190
ENSG00000081791,4750
ENSG00000081800,5
ENSG00000081803,5090
ENSG00000081818,237
ENSG00000081842,14
ENSG00000081853,38
ENSG00000081870,1127
ENSG00000081913,1186
ENSG00000081923,4228
ENSG00000081985,36
ENSG00000082014,795
ENSG00000082068,1513
ENSG00000082074,1131
ENSG00000082126,6
ENSG00000082146,947
ENSG00000082153,8918
ENSG00000082175,12780
ENSG00000082196,2568
ENSG00000082212,1752
ENSG00000082213,1662
ENSG00000082258,2103
ENSG00000082269,307
ENSG00000082293,0
ENSG00000082397,3591
ENSG00000082438,2395
ENSG00000082458,4727
ENSG00000082482,156
ENSG00000082497,2660
ENSG00000082512,4818
ENSG00000082515,1222
ENSG00000082516,2016
ENSG00000082556,0
ENSG00000082641,17251
ENSG00000082684,49
ENSG00000082701,5128
ENSG00000082781,20182
ENSG00000082805,4029
ENSG00000082898,7317
ENSG00000082929,2
ENSG00000082996,2720
ENSG00000083067,6
ENSG00000083093,987
ENSG00000083097,914
ENSG00000083099,2185
ENSG00000083123,2221
ENSG00000083168,4394
ENSG00000083223,2297
ENSG00000083290,2424
ENSG00000083307,4272
ENSG00000083312,7921
ENSG00000083444,9804
ENSG00000083454,10
ENSG00000083457,600
ENSG00000083520,2611
ENSG00000083535,872
ENSG00000083544,1189
ENSG00000083622,0
ENSG00000083635,521
ENSG00000083642,3252
ENSG00000083720,1863
ENSG00000083750,945
ENSG00000083782,263
ENSG00000083799,1930
ENSG00000083807,806
ENSG00000083812,803
ENSG00000083814,120
ENSG00000083817,288
ENSG00000083828,550
ENSG00000083838,1057
ENSG00000083844,2143
ENSG00000083845,33492
ENSG00000083857,5331
ENSG00000083896,4569
ENSG00000083937,2933
ENSG00000084070,4156
ENSG00000084072,2400
ENSG00000084073,5995
ENSG00000084090,9307
ENSG00000084092,1970
ENSG00000084093,3402
ENSG00000084110,7
ENSG00000084112,3233
ENSG00000084207,2846
ENSG00000084234,35683
ENSG00000084444,9189
ENSG00000084453,0
ENSG00000084463,6449
ENSG00000084623,16308
ENSG00000084628,11804
ENSG00000084636,9833
ENSG00000084652,6228
ENSG00000084674,3
ENSG00000084676,4570
ENSG00000084693,2055
ENSG00000084710,1444
ENSG00000084731,1285
ENSG00000084733,10783
ENSG00000084734,1
ENSG00000084754,14352
ENSG00000084764,1035
ENSG00000084774,5453
ENSG00000085063,27603
ENSG00000085117,4930
ENSG00000085185,1453
ENSG00000085224,5643
ENSG00000085231,813
ENSG00000085265,75
ENSG00000085274,1042
ENSG00000085276,232
ENSG00000085365,3766
ENSG00000085377,2255
ENSG00000085382,531
ENSG00000085415,2861
ENSG00000085433,1011
ENSG00000085449,2558
ENSG00000085465,234
ENSG00000085491,4510
ENSG00000085511,1447
ENSG00000085514,547
ENSG00000085552,6205
ENSG00000085563,88
ENSG00000085644,2741
ENSG00000085662,2292
ENSG00000085719,8325
ENSG00000085721,4001
ENSG00000085733,14493
ENSG00000085741,125
ENSG00000085760,1885
ENSG00000085788,2378
ENSG00000085831,10566
ENSG00000085832,4026
ENSG00000085840,170
ENSG00000085871,2694
ENSG00000085872,3953
ENSG00000085978,2384
ENSG00000085982,3649
ENSG00000085998,6098
ENSG00000085999,171
ENSG00000086015,4129
ENSG00000086061,12495
ENSG00000086062,75532
ENSG00000086065,3576
ENSG00000086102,3483
ENSG00000086159,45
ENSG00000086189,1997
ENSG00000086200,1675
ENSG00000086205,159
ENSG00000086232,14735
ENSG00000086288,16
ENSG00000086289,286
ENSG00000086300,942
ENSG00000086475,2050
ENSG00000086504,3990
ENSG00000086506,0
ENSG00000086544,1926
ENSG00000086548,2128
ENSG00000086570,21
ENSG00000086589,2959
ENSG00000086598,18425
ENSG00000086619,2017
ENSG00000086666,4846
ENSG00000086696,33
ENSG00000086712,1759
ENSG00000086717,203
ENSG00000086730,1536
ENSG00000086758,20587
ENSG00000086827,899
ENSG00000086848,279
ENSG00000086967,26
ENSG00000086991,750
ENSG00000087008,3820
ENSG00000087053,908
ENSG00000087074,2103
ENSG00000087076,708
ENSG00000087077,3342
ENSG00000087085,21
ENSG00000087086,101451
ENSG00000087087,5673
ENSG00000087088,2265
ENSG00000087095,2670
ENSG00000087111,5455
ENSG00000087116,8723
ENSG00000087128,8
ENSG00000087152,4221
ENSG00000087157,996
ENSG00000087191,8665
ENSG00000087206,781
ENSG00000087237,54
ENSG00000087245,23827
ENSG00000087250,3
ENSG00000087253,904
ENSG00000087258,46
ENSG00000087263,1815
ENSG00000087266,2530
ENSG00000087269,3684
ENSG00000087274,13658
ENSG00000087299,829
ENSG00000087301,2010
ENSG00000087302,7301
ENSG00000087303,2510
ENSG00000087338,2307
ENSG00000087365,14760
ENSG00000087448,2723
ENSG00000087460,77649
ENSG00000087470,3995
ENSG00000087494,7682
ENSG00000087495,8
ENSG00000087502,2038
ENSG00000087510,1445
ENSG00000087586,600
ENSG00000087589,112
ENSG00000087842,494
ENSG00000087884,933
ENSG00000087903,143
ENSG00000087995,930
ENSG00000088002,216
ENSG00000088035,914
ENSG00000088038,3208
ENSG00000088053,9
ENSG00000088179,1266
ENSG00000088205,3716
ENSG00000088247,10450
ENSG00000088256,6501
ENSG00000088280,3483
ENSG00000088298,2153
ENSG00000088305,235
ENSG00000088320,13
ENSG00000088325,1933
ENSG00000088340,38
ENSG00000088356,2485
ENSG00000088367,4113
ENSG00000088386,2
ENSG00000088387,4197
ENSG00000088448,5120
ENSG00000088451,504
ENSG00000088538,13
ENSG00000088543,1194
ENSG00000088682,1716
ENSG00000088726,2
ENSG00000088727,1004
ENSG00000088756,469
ENSG00000088766,1929
ENSG00000088782,0
ENSG00000088808,1934
ENSG00000088812,4903
ENSG00000088826,505
ENSG00000088827,803
ENSG00000088832,9728
ENSG00000088833,5385
ENSG00000088836,180
ENSG00000088854,1033
ENSG00000088876,575
ENSG00000088881,463
ENSG00000088882,2154
ENSG00000088888,6812
ENSG00000088899,1109
ENSG00000088926,0
ENSG00000088930,7366
ENSG00000088970,777
ENSG00000088986,10270
ENSG00000088992,49
ENSG00000089006,5496
ENSG00000089009,35929
ENSG00000089012,70
ENSG00000089022,1909
ENSG00000089041,469
ENSG00000089048,757
ENSG00000089050,2190
ENSG00000089053,6952
ENSG00000089057,2436
ENSG00000089060,2957
ENSG00000089063,6315
ENSG00000089091,376
ENSG00000089094,2164
ENSG00000089101,219
ENSG00000089116,0
ENSG00000089123,546
ENSG00000089127,1390
ENSG00000089154,10915
ENSG00000089157,67105
ENSG00000089159,6961
ENSG00000089163,127
ENSG00000089169,3
ENSG00000089177,5488
ENSG00000089195,821
ENSG00000089199,10
ENSG00000089220,24237
ENSG00000089225,148
ENSG00000089234,1564
ENSG00000089248,11877
ENSG00000089250,8
ENSG00000089280,23270
ENSG00000089289,4615
ENSG00000089327,13127
ENSG00000089335,1390
ENSG00000089351,7486
ENSG00000089356,10875
ENSG00000089472,955
ENSG00000089486,1380
ENSG00000089505,36
ENSG00000089558,9
ENSG00000089597,28264
ENSG00000089639,1969
ENSG00000089682,488
ENSG00000089685,1198
ENSG00000089692,70
ENSG00000089693,14135
ENSG00000089723,461
ENSG00000089737,9218
ENSG00000089775,662
ENSG00000089818,2361
ENSG00000089820,1227
ENSG00000089847,181
ENSG00000089876,2820
ENSG00000089902,3205
ENSG00000089916,2135
ENSG00000090006,3173
ENSG00000090013,3754
ENSG00000090020,8453
ENSG00000090054,3356
ENSG00000090060,8547
ENSG00000090061,581
ENSG00000090097,1621
ENSG00000090104,2221
ENSG00000090238,3273
ENSG00000090263,1779
ENSG00000090266,5658
ENSG00000090273,8914
ENSG00000090316,4372
ENSG00000090339,1861
ENSG00000090372,5847
ENSG00000090376,306
ENSG00000090382,4679
ENSG00000090402,2
ENSG00000090432,2937
ENSG00000090447,1189
ENSG00000090470,1173
ENSG00000090487,7472
ENSG00000090512,0
ENSG00000090520,3165
ENSG00000090530,407
ENSG00000090534,96
ENSG00000090539,2240
ENSG00000090554,100
ENSG00000090565,6105
ENSG00000090581,5555
ENSG00000090612,1463
ENSG00000090615,6614
ENSG00000090621,8866
ENSG00000090659,118
ENSG00000090661,8146
ENSG00000090674,1463
ENSG00000090686,3524
ENSG00000090776,1484
ENSG00000090857,1912
ENSG00000090861,6947
ENSG00000090863,8337
ENSG00000090889,788
ENSG00000090905,3921
ENSG00000090924,825
ENSG00000090932,10
ENSG00000090971,2451
ENSG00000090975,160
ENSG00000090989,2151
ENSG00000091009,1386
ENSG00000091010,1
ENSG00000091039,5052
ENSG00000091073,1324
ENSG00000091106,140
ENSG00000091127,1242
ENSG00000091128,4
ENSG00000091129,71
ENSG00000091136,7562
ENSG00000091137,22
ENSG00000091138,1991
ENSG00000091140,4955
ENSG00000091157,1746
ENSG00000091164,4172
ENSG00000091181,6
ENSG00000091262,149
ENSG00000091317,6924
ENSG00000091409,4415
ENSG00000091428,540
ENSG00000091436,2824
ENSG00000091482,0
ENSG00000091483,7922
ENSG00000091490,688
ENSG00000091513,118
ENSG00000091527,9496
ENSG00000091536,104
ENSG00000091542,7593
ENSG00000091583,0
ENSG00000091592,632
ENSG00000091622,140
ENSG00000091640,3030
ENSG00000091651,96
ENSG00000091656,580
ENSG00000091664,0
ENSG00000091704,0
ENSG00000091732,1120
ENSG00000091831,63120
ENSG00000091844,73
ENSG00000091879,429
ENSG00000091947,8804
ENSG00000091972,347
ENSG00000091986,6756
ENSG00000092009,2
ENSG00000092010,13293
ENSG00000092020,823
ENSG00000092036,1278
ENSG00000092051,39
ENSG00000092054,6
ENSG00000092067,5
ENSG00000092068,15718
ENSG00000092094,1491
ENSG00000092096,6528
ENSG00000092098,1502
ENSG00000092108,2544
ENSG00000092140,1055
ENSG00000092148,9507
ENSG00000092199,28784
ENSG00000092200,40
ENSG00000092201,8976
ENSG00000092203,5261
ENSG00000092208,447
ENSG00000092295,8
ENSG00000092330,3518
ENSG00000092345,0
ENSG00000092377,0
ENSG00000092421,1064
ENSG00000092439,2419
ENSG00000092445,400
ENSG00000092470,470
ENSG00000092529,32
ENSG00000092531,3823
ENSG00000092607,431
ENSG00000092621,1909
ENSG00000092758,393
ENSG00000092820,19723
ENSG00000092841,49659
ENSG00000092847,3440
ENSG00000092850,112
ENSG00000092853,190
ENSG00000092871,1517
ENSG00000092929,2403
ENSG00000092931,1561
ENSG00000092964,4350
ENSG00000092969,3330
ENSG00000092978,1704
ENSG00000093000,3736
ENSG00000093009,276
ENSG00000093010,7665
ENSG00000093072,3064
ENSG00000093100,3
ENSG00000093134,3
ENSG00000093144,721
ENSG00000093167,7303
ENSG00000093183,5124
ENSG00000093217,523
ENSG00000094631,3259
ENSG00000094661,0
ENSG00000094755,21
ENSG00000094796,0
ENSG00000094804,500
ENSG00000094841,860
ENSG00000094880,2034
ENSG00000094914,2677
ENSG00000094916,11662
ENSG00000094963,178
ENSG00000094975,7540
ENSG00000095002,1899
ENSG00000095015,8453
ENSG00000095059,2776
ENSG00000095066,3027
ENSG00000095110,1
ENSG00000095139,7443
ENSG00000095203,1922
ENSG00000095209,1652
ENSG00000095261,4426
ENSG00000095303,2017
ENSG00000095319,4912
ENSG00000095321,22951
ENSG00000095370,773
ENSG00000095380,4448
ENSG00000095383,1731
ENSG00000095397,1747
ENSG00000095464,14
ENSG00000095485,1171
ENSG00000095539,521
ENSG00000095564,2003
ENSG00000095574,1587
ENSG00000095585,598
ENSG00000095587,146
ENSG00000095596,38
ENSG00000095627,49
ENSG00000095637,4803
ENSG00000095713,11
ENSG00000095739,128
ENSG00000095752,18
ENSG00000095777,61
ENSG00000095787,7825
ENSG00000095794,753
ENSG00000095906,5467
ENSG00000095917,374
ENSG00000095932,11
ENSG00000095951,1520
ENSG00000095970,2847
ENSG00000095981,1
ENSG00000096006,6
ENSG00000096060,12148
ENSG00000096063,3093
ENSG00000096070,4556
ENSG00000096080,1092
ENSG00000096088,314
ENSG00000096092,2276
ENSG00000096093,1341
ENSG00000096264,0
ENSG00000096384,92276
ENSG00000096395,0
ENSG00000096401,3060
ENSG00000096433,6042
ENSG00000096654,633
ENSG00000096696,42329
ENSG00000096717,1822
ENSG00000096746,3387
ENSG00000096872,1204
ENSG00000096968,1392
ENSG00000096996,231
ENSG00000097007,6993
ENSG00000097021,1787
ENSG00000097033,5941
ENSG00000097046,282
ENSG00000097096,484
ENSG00000099139,494
ENSG00000099194,39713
ENSG00000099203,915
ENSG00000099204,4347
ENSG00000099219,5615
ENSG00000099246,6559
ENSG00000099250,3544
ENSG00000099251,233
ENSG00000099256,208
ENSG00000099260,832
ENSG00000099282,8523
ENSG00000099284,1793
ENSG00000099290,1796
ENSG00000099308,1681
ENSG00000099326,1842
ENSG00000099330,1518
ENSG00000099331,5593
ENSG00000099337,4913
ENSG00000099338,277
ENSG00000099341,9214
ENSG00000099364,2920
ENSG00000099365,207
ENSG00000099377,3284
ENSG00000099381,3808
ENSG00000099385,4079
ENSG00000099399,0
ENSG00000099617,1
ENSG00000099622,31034
ENSG00000099624,4422
ENSG00000099625,126
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,1
ENSG00000099769,1741
ENSG00000099783,16799
ENSG00000099785,2383
ENSG00000099795,3794
ENSG00000099797,9868
ENSG00000099800,5273
ENSG00000099804,2800
ENSG00000099810,1896
ENSG00000099812,5691
ENSG00000099814,5794
ENSG00000099817,8752
ENSG00000099821,3254
ENSG00000099822,34
ENSG00000099834,12
ENSG00000099840,194
ENSG00000099849,822
ENSG00000099860,2072
ENSG00000099864,2492
ENSG00000099866,27
ENSG00000099869,10
ENSG00000099875,20431
ENSG00000099889,1814
ENSG00000099899,1982
ENSG00000099901,2808
ENSG00000099904,2240
ENSG00000099910,1923
ENSG00000099917,6511
ENSG00000099937,2
ENSG00000099940,4760
ENSG00000099942,6012
ENSG00000099949,3043
ENSG00000099953,34937
ENSG00000099954,23
ENSG00000099956,5991
ENSG00000099957,13
ENSG00000099958,716
ENSG00000099960,1452
ENSG00000099968,4398
ENSG00000099974,96
ENSG00000099977,1477
ENSG00000099984,6
ENSG00000099985,198
ENSG00000099991,8020
ENSG00000099992,1195
ENSG00000099994,1595
ENSG00000099995,10212
ENSG00000099998,1987
ENSG00000099999,1090
ENSG00000100003,45933
ENSG00000100012,1
ENSG00000100014,3046
ENSG00000100023,3705
ENSG00000100024,8
ENSG00000100027,255
ENSG00000100028,6066
ENSG00000100029,6503
ENSG00000100030,8709
ENSG00000100031,5116
ENSG00000100033,30
ENSG00000100034,2017
ENSG00000100036,226
ENSG00000100038,24
ENSG00000100053,8
ENSG00000100055,1334
ENSG00000100056,1241
ENSG00000100058,391
ENSG00000100060,620
ENSG00000100065,1864
ENSG00000100068,320
ENSG00000100075,4697
ENSG00000100077,2434
ENSG00000100078,332
ENSG00000100079,64
ENSG00000100083,4277
ENSG00000100084,1042
ENSG00000100092,1120
ENSG00000100095,93
ENSG00000100097,23144
ENSG00000100099,3114
ENSG00000100100,2865
ENSG00000100101,2
ENSG00000100104,1096
ENSG00000100105,8114
ENSG00000100106,1113
ENSG00000100109,2652
ENSG00000100116,1423
ENSG00000100121,2
ENSG00000100122,49
ENSG00000100124,1621
ENSG00000100129,12864
ENSG00000100138,7971
ENSG00000100139,1957
