Gene stable ID,bf53da30-6b9a-41cc-ada0-3a2c7c0547be
ENSG00000072422,1364
ENSG00000072501,9019
ENSG00000072506,5306
ENSG00000072518,7362
ENSG00000072571,2068
ENSG00000072609,3184
ENSG00000072657,26
ENSG00000072682,2536
ENSG00000072694,901
ENSG00000072736,1784
ENSG00000072756,1630
ENSG00000072778,10779
ENSG00000072786,3601
ENSG00000072803,2906
ENSG00000072818,694
ENSG00000072832,596
ENSG00000072840,977
ENSG00000072849,3068
ENSG00000072858,1934
ENSG00000072864,2223
ENSG00000072952,718
ENSG00000072954,302
ENSG00000072958,2766
ENSG00000073008,1780
ENSG00000073050,2972
ENSG00000073060,3593
ENSG00000073067,1
ENSG00000073111,2397
ENSG00000073146,12
ENSG00000073150,111
ENSG00000073169,919
ENSG00000073282,712
ENSG00000073331,2480
ENSG00000073350,9282
ENSG00000073417,3053
ENSG00000073464,74
ENSG00000073536,1015
ENSG00000073578,9066
ENSG00000073584,8429
ENSG00000073598,6
ENSG00000073605,813
ENSG00000073614,4019
ENSG00000073670,24
ENSG00000073711,2258
ENSG00000073712,2129
ENSG00000073734,1
ENSG00000073737,22
ENSG00000073754,0
ENSG00000073756,299
ENSG00000073792,41
ENSG00000073803,2108
ENSG00000073849,2360
ENSG00000073861,135
ENSG00000073905,16
ENSG00000073910,930
ENSG00000073921,14746
ENSG00000073969,6391
ENSG00000074047,157
ENSG00000074054,4039
ENSG00000074071,4193
ENSG00000074181,5552
ENSG00000074201,6044
ENSG00000074211,3833
ENSG00000074219,1959
ENSG00000074266,1673
ENSG00000074276,23
ENSG00000074317,7
ENSG00000074319,5708
ENSG00000074356,3196
ENSG00000074370,10951
ENSG00000074410,64923
ENSG00000074416,4201
ENSG00000074527,5493
ENSG00000074582,1748
ENSG00000074590,644
ENSG00000074603,3423
ENSG00000074621,1032
ENSG00000074657,3701
ENSG00000074660,759
ENSG00000074695,6594
ENSG00000074696,14684
ENSG00000074706,214
ENSG00000074755,3673
ENSG00000074771,0
ENSG00000074800,83158
ENSG00000074803,15
ENSG00000074842,7135
ENSG00000074855,1417
ENSG00000074935,810
ENSG00000074964,2686
ENSG00000074966,48
ENSG00000075035,12
ENSG00000075043,4
ENSG00000075073,69
ENSG00000075089,1812
ENSG00000075131,689
ENSG00000075142,3751
ENSG00000075151,9917
ENSG00000075188,1212
ENSG00000075213,68
ENSG00000075218,692
ENSG00000075223,3830
ENSG00000075234,1620
ENSG00000075239,4249
ENSG00000075240,2289
ENSG00000075275,17915
ENSG00000075290,15
ENSG00000075292,11704
ENSG00000075303,1669
ENSG00000075336,1145
ENSG00000075340,149
ENSG00000075388,1
ENSG00000075391,2572
ENSG00000075399,1367
ENSG00000075407,2620
ENSG00000075413,6152
ENSG00000075415,25876
ENSG00000075420,4910
ENSG00000075426,14067
ENSG00000075429,0
ENSG00000075461,4003
ENSG00000075539,4430
ENSG00000075568,5952
ENSG00000075618,2004
ENSG00000075624,506370
ENSG00000075643,1371
ENSG00000075651,653
ENSG00000075673,237
ENSG00000075702,825
ENSG00000075711,4749
ENSG00000075785,25377
ENSG00000075790,5163
ENSG00000075826,593
ENSG00000075856,3645
ENSG00000075884,934
ENSG00000075886,102
ENSG00000075891,719
ENSG00000075914,2253
ENSG00000075945,2584
ENSG00000075975,2744
ENSG00000076003,3119
ENSG00000076043,2607
ENSG00000076053,889
ENSG00000076067,2389
ENSG00000076108,10383
ENSG00000076201,5662
ENSG00000076242,2646
ENSG00000076248,4012
ENSG00000076258,312
ENSG00000076321,1036
ENSG00000076344,1763
ENSG00000076351,555
ENSG00000076356,733
ENSG00000076382,3202
ENSG00000076513,7937
ENSG00000076554,79835
ENSG00000076555,2635
ENSG00000076604,8467
ENSG00000076641,759
ENSG00000076650,1346
ENSG00000076662,79
ENSG00000076685,1241
ENSG00000076706,7275
ENSG00000076716,1648
ENSG00000076770,964
ENSG00000076826,1836
ENSG00000076864,770
ENSG00000076924,4143
ENSG00000076928,5516
ENSG00000076944,5741
ENSG00000076984,2740
ENSG00000077009,0
ENSG00000077044,2001
ENSG00000077063,414
ENSG00000077080,4
ENSG00000077092,226
ENSG00000077097,11960
ENSG00000077147,30680
ENSG00000077150,3953
ENSG00000077152,2816
ENSG00000077157,3124
ENSG00000077232,9029
ENSG00000077235,6177
ENSG00000077238,4363
ENSG00000077254,4548
ENSG00000077264,73
ENSG00000077274,298
ENSG00000077279,85
ENSG00000077312,5429
ENSG00000077327,4
ENSG00000077348,1534
ENSG00000077380,5120
ENSG00000077420,1856
ENSG00000077454,1770
ENSG00000077458,2041
ENSG00000077463,1177
ENSG00000077498,1
ENSG00000077514,1507
ENSG00000077522,20
ENSG00000077549,19630
ENSG00000077585,2760
ENSG00000077616,67
ENSG00000077684,2886
ENSG00000077713,1917
ENSG00000077721,5215
ENSG00000077782,2491
ENSG00000077800,2
ENSG00000077935,16
ENSG00000077942,6408
ENSG00000077943,250
ENSG00000077984,426
ENSG00000078018,269
ENSG00000078043,2074
ENSG00000078053,1086
ENSG00000078061,2883
ENSG00000078070,2183
ENSG00000078081,571
ENSG00000078098,1335
ENSG00000078114,5360
ENSG00000078124,1535
ENSG00000078140,8025
ENSG00000078142,2395
ENSG00000078177,1431
ENSG00000078237,826
ENSG00000078246,2035
ENSG00000078269,3424
ENSG00000078295,169
ENSG00000078304,8858
ENSG00000078319,557
ENSG00000078328,8
ENSG00000078369,31370
ENSG00000078399,42
ENSG00000078401,349
ENSG00000078403,2707
ENSG00000078487,360
ENSG00000078549,72
ENSG00000078579,4
ENSG00000078589,2411
ENSG00000078596,1424
ENSG00000078618,12244
ENSG00000078668,3941
ENSG00000078674,5839
ENSG00000078687,6419
ENSG00000078699,3130
ENSG00000078725,15
ENSG00000078747,4283
ENSG00000078795,32
ENSG00000078804,2165
ENSG00000078808,13544
ENSG00000078814,74
ENSG00000078898,29
ENSG00000078900,632
ENSG00000078902,4246
ENSG00000078967,1967
ENSG00000079101,59
ENSG00000079102,331
ENSG00000079112,9
ENSG00000079134,3465
ENSG00000079150,565
ENSG00000079156,155
ENSG00000079215,1029
ENSG00000079246,26937
ENSG00000079257,775
ENSG00000079263,446
ENSG00000079277,2056
ENSG00000079308,8320
ENSG00000079313,2331
ENSG00000079332,9696
ENSG00000079335,3605
ENSG00000079337,714
ENSG00000079385,690
ENSG00000079387,1375
ENSG00000079393,5
ENSG00000079432,3496
ENSG00000079435,1808
ENSG00000079459,12039
ENSG00000079462,5083
ENSG00000079482,588
ENSG00000079557,0
ENSG00000079616,5083
ENSG00000079689,21
ENSG00000079691,1176
ENSG00000079739,2796
ENSG00000079785,8728
ENSG00000079805,7809
ENSG00000079819,2503
ENSG00000079841,15
ENSG00000079931,216
ENSG00000079950,5013
ENSG00000079974,863
ENSG00000079999,5811
ENSG00000080007,118
ENSG00000080031,36
ENSG00000080166,7
ENSG00000080189,3772
ENSG00000080200,1110
ENSG00000080224,74
ENSG00000080293,5
ENSG00000080298,870
ENSG00000080345,4838
ENSG00000080371,5727
ENSG00000080493,69
ENSG00000080503,8917
ENSG00000080511,0
ENSG00000080546,3267
ENSG00000080561,544
ENSG00000080572,2
ENSG00000080573,1368
ENSG00000080603,10513
ENSG00000080608,2390
ENSG00000080618,7
ENSG00000080644,15
ENSG00000080709,53
ENSG00000080802,1528
ENSG00000080815,8104
ENSG00000080819,862
ENSG00000080822,3013
ENSG00000080823,1218
ENSG00000080824,88430
ENSG00000080839,902
ENSG00000080845,4406
ENSG00000080854,165
ENSG00000080910,0
ENSG00000080947,319
ENSG00000080986,1698
ENSG00000081014,1396
ENSG00000081019,2231
ENSG00000081026,1669
ENSG00000081041,200
ENSG00000081051,12
ENSG00000081052,90
ENSG00000081059,1011
ENSG00000081087,2329
ENSG00000081138,3
ENSG00000081148,57
ENSG00000081154,8890
ENSG00000081177,4454
ENSG00000081181,82
ENSG00000081189,2835
ENSG00000081237,5080
ENSG00000081248,0
ENSG00000081277,343
ENSG00000081307,3875
ENSG00000081320,2633
ENSG00000081377,393
ENSG00000081386,647
ENSG00000081479,3380
ENSG00000081665,2206
ENSG00000081692,645
ENSG00000081721,1310
ENSG00000081760,3496
ENSG00000081791,4433
ENSG00000081800,0
ENSG00000081803,2125
ENSG00000081818,145
ENSG00000081842,54
ENSG00000081853,61
ENSG00000081870,3008
ENSG00000081913,1429
ENSG00000081923,7181
ENSG00000081985,45
ENSG00000082014,2203
ENSG00000082068,2169
ENSG00000082074,3051
ENSG00000082126,17
ENSG00000082146,1480
ENSG00000082153,10154
ENSG00000082175,2704
ENSG00000082196,775
ENSG00000082212,3076
ENSG00000082213,2475
ENSG00000082258,4537
ENSG00000082269,620
ENSG00000082293,1
ENSG00000082397,4706
ENSG00000082438,3592
ENSG00000082458,5819
ENSG00000082482,489
ENSG00000082497,3980
ENSG00000082512,7747
ENSG00000082515,2005
ENSG00000082516,1690
ENSG00000082556,1
ENSG00000082641,16044
ENSG00000082684,127
ENSG00000082701,3548
ENSG00000082781,19268
ENSG00000082805,2118
ENSG00000082898,15827
ENSG00000082929,10
ENSG00000082996,5362
ENSG00000083067,6
ENSG00000083093,1086
ENSG00000083097,2465
ENSG00000083099,3641
ENSG00000083123,2021
ENSG00000083168,3105
ENSG00000083223,1898
ENSG00000083290,1604
ENSG00000083307,7581
ENSG00000083312,7831
ENSG00000083444,10381
ENSG00000083454,45
ENSG00000083457,645
ENSG00000083520,3374
ENSG00000083535,1676
ENSG00000083544,2620
ENSG00000083622,0
ENSG00000083635,835
ENSG00000083642,3522
ENSG00000083720,1396
ENSG00000083750,997
ENSG00000083782,113
ENSG00000083799,4759
ENSG00000083807,314
ENSG00000083812,699
ENSG00000083814,621
ENSG00000083817,340
ENSG00000083828,647
ENSG00000083838,945
ENSG00000083844,3385
ENSG00000083845,27118
ENSG00000083857,2403
ENSG00000083896,8870
ENSG00000083937,4261
ENSG00000084070,4241
ENSG00000084072,2560
ENSG00000084073,9607
ENSG00000084090,11091
ENSG00000084092,2458
ENSG00000084093,4095
ENSG00000084110,22
ENSG00000084112,3220
ENSG00000084207,3243
ENSG00000084234,53967
ENSG00000084444,15228
ENSG00000084453,10
ENSG00000084463,7467
ENSG00000084623,20597
ENSG00000084628,786
ENSG00000084636,2195
ENSG00000084652,6456
ENSG00000084674,23
ENSG00000084676,4738
ENSG00000084693,1256
ENSG00000084710,198
ENSG00000084731,921
ENSG00000084733,15755
ENSG00000084734,4
ENSG00000084754,11074
ENSG00000084764,1188
ENSG00000084774,2945
ENSG00000085063,12797
ENSG00000085117,3183
ENSG00000085185,1410
ENSG00000085224,5493
ENSG00000085231,2121
ENSG00000085265,202
ENSG00000085274,2113
ENSG00000085276,920
ENSG00000085365,6133
ENSG00000085377,2926
ENSG00000085382,897
ENSG00000085415,4303
ENSG00000085433,1293
ENSG00000085449,3225
ENSG00000085465,414
ENSG00000085491,4451
ENSG00000085511,1840
ENSG00000085514,896
ENSG00000085552,1371
ENSG00000085563,389
ENSG00000085644,2160
ENSG00000085662,2447
ENSG00000085719,13717
ENSG00000085721,5833
ENSG00000085733,16608
ENSG00000085741,75
ENSG00000085760,3988
ENSG00000085788,2634
ENSG00000085831,27864
ENSG00000085832,3858
ENSG00000085840,240
ENSG00000085871,4884
ENSG00000085872,3100
ENSG00000085978,2412
ENSG00000085982,2040
ENSG00000085998,6008
ENSG00000085999,507
ENSG00000086015,4778
ENSG00000086061,9561
ENSG00000086062,26098
ENSG00000086065,6650
ENSG00000086102,5379
ENSG00000086159,2
ENSG00000086189,2415
ENSG00000086200,1243
ENSG00000086205,74
ENSG00000086232,22081
ENSG00000086288,50
ENSG00000086289,1196
ENSG00000086300,2078
ENSG00000086475,4762
ENSG00000086504,2660
ENSG00000086506,5
ENSG00000086544,3499
ENSG00000086548,203
ENSG00000086570,137
ENSG00000086589,3594
ENSG00000086598,48822
ENSG00000086619,630
ENSG00000086666,5601
ENSG00000086696,50
ENSG00000086712,2810
ENSG00000086717,142
ENSG00000086730,1803
ENSG00000086758,15740
ENSG00000086827,1501
ENSG00000086848,619
ENSG00000086967,5
ENSG00000086991,640
ENSG00000087008,3036
ENSG00000087053,1630
ENSG00000087074,5074
ENSG00000087076,251
ENSG00000087077,7428
ENSG00000087085,142
ENSG00000087086,143216
ENSG00000087087,10317
ENSG00000087088,6939
ENSG00000087095,2178
ENSG00000087111,2493
ENSG00000087116,2561
ENSG00000087128,1
ENSG00000087152,5884
ENSG00000087157,3324
ENSG00000087191,16851
ENSG00000087206,1811
ENSG00000087237,150
ENSG00000087245,12501
ENSG00000087250,0
ENSG00000087253,1455
ENSG00000087258,184
ENSG00000087263,3753
ENSG00000087266,6254
ENSG00000087269,4329
ENSG00000087274,11469
ENSG00000087299,802
ENSG00000087301,1573
ENSG00000087302,8557
ENSG00000087303,1279
ENSG00000087338,1591
ENSG00000087365,16809
ENSG00000087448,3168
ENSG00000087460,795406
ENSG00000087470,9268
ENSG00000087494,122
ENSG00000087495,95
ENSG00000087502,3927
ENSG00000087510,5582
ENSG00000087586,2169
ENSG00000087589,311
ENSG00000087842,1048
ENSG00000087884,678
ENSG00000087903,775
ENSG00000087995,1204
ENSG00000088002,5158
ENSG00000088035,1728
ENSG00000088038,5170
ENSG00000088053,41
ENSG00000088179,1643
ENSG00000088205,5176
ENSG00000088247,13146
ENSG00000088256,4298
ENSG00000088280,2420
ENSG00000088298,1738
ENSG00000088305,870
ENSG00000088320,46
ENSG00000088325,4936
ENSG00000088340,204
ENSG00000088356,1760
ENSG00000088367,3491
ENSG00000088386,146
ENSG00000088387,3430
ENSG00000088448,11245
ENSG00000088451,808
ENSG00000088538,75
ENSG00000088543,820
ENSG00000088682,4330
ENSG00000088726,293
ENSG00000088727,850
ENSG00000088756,299
ENSG00000088766,3916
ENSG00000088782,0
ENSG00000088808,4383
ENSG00000088812,4891
ENSG00000088826,847
ENSG00000088827,2334
ENSG00000088832,16818
ENSG00000088833,6133
ENSG00000088836,1211
ENSG00000088854,1349
ENSG00000088876,845
ENSG00000088881,647
ENSG00000088882,772
ENSG00000088888,8155
ENSG00000088899,710
ENSG00000088926,0
ENSG00000088930,5604
ENSG00000088970,1164
ENSG00000088986,12178
ENSG00000088992,69
ENSG00000089006,8520
ENSG00000089009,58201
ENSG00000089012,174
ENSG00000089022,2741
ENSG00000089041,3638
ENSG00000089048,1603
ENSG00000089050,1139
ENSG00000089053,10070
ENSG00000089057,1210
ENSG00000089060,1928
ENSG00000089063,8691
ENSG00000089091,486
ENSG00000089094,3510
ENSG00000089101,31
ENSG00000089116,0
ENSG00000089123,655
ENSG00000089127,11055
ENSG00000089154,7866
ENSG00000089157,116055
ENSG00000089159,6175
ENSG00000089163,102
ENSG00000089169,43
ENSG00000089177,2769
ENSG00000089195,1972
ENSG00000089199,7
ENSG00000089220,44100
ENSG00000089225,186
ENSG00000089234,2339
ENSG00000089248,14303
ENSG00000089250,3
ENSG00000089280,27012
ENSG00000089289,4031
ENSG00000089327,18537
ENSG00000089335,3380
ENSG00000089351,4347
ENSG00000089356,9383
ENSG00000089472,588
ENSG00000089486,1044
ENSG00000089505,36
ENSG00000089558,18
ENSG00000089597,38516
ENSG00000089639,1726
ENSG00000089682,765
ENSG00000089685,3357
ENSG00000089692,607
ENSG00000089693,21822
ENSG00000089723,332
ENSG00000089737,10369
ENSG00000089775,1588
ENSG00000089818,3247
ENSG00000089820,2288
ENSG00000089847,93
ENSG00000089876,3297
ENSG00000089902,3233
ENSG00000089916,2559
ENSG00000090006,1967
ENSG00000090013,8650
ENSG00000090020,5029
ENSG00000090054,2223
ENSG00000090060,19935
ENSG00000090061,703
ENSG00000090097,1645
ENSG00000090104,23509
ENSG00000090238,9983
ENSG00000090263,3230
ENSG00000090266,6677
ENSG00000090273,8512
ENSG00000090316,5210
ENSG00000090339,2209
ENSG00000090372,7181
ENSG00000090376,1295
ENSG00000090382,4634
ENSG00000090402,0
ENSG00000090432,1309
ENSG00000090447,1152
ENSG00000090470,1791
ENSG00000090487,11853
ENSG00000090512,2
ENSG00000090520,6077
ENSG00000090530,509
ENSG00000090534,16
ENSG00000090539,216
ENSG00000090554,82
ENSG00000090565,5410
ENSG00000090581,6962
ENSG00000090612,2142
ENSG00000090615,8521
ENSG00000090621,12378
ENSG00000090659,178
ENSG00000090661,12710
ENSG00000090674,2873
ENSG00000090686,5861
ENSG00000090776,1183
ENSG00000090857,4277
ENSG00000090861,10685
ENSG00000090863,10360
ENSG00000090889,1713
ENSG00000090905,4534
ENSG00000090924,1166
ENSG00000090932,31
ENSG00000090971,1016
ENSG00000090975,1274
ENSG00000090989,3642
ENSG00000091009,2694
ENSG00000091010,3
ENSG00000091039,3279
ENSG00000091073,1813
ENSG00000091106,247
ENSG00000091127,2217
ENSG00000091128,23
ENSG00000091129,127
ENSG00000091136,10950
ENSG00000091137,78
ENSG00000091138,22
ENSG00000091140,5259
ENSG00000091157,1607
ENSG00000091164,8120
ENSG00000091181,13
ENSG00000091262,791
ENSG00000091317,8323
ENSG00000091409,2883
ENSG00000091428,381
ENSG00000091436,3492
ENSG00000091482,0
ENSG00000091483,11199
ENSG00000091490,932
ENSG00000091513,196
ENSG00000091527,7486
ENSG00000091536,43
ENSG00000091542,4550
ENSG00000091583,1
ENSG00000091592,1250
ENSG00000091622,182
ENSG00000091640,3203
ENSG00000091651,872
ENSG00000091656,441
ENSG00000091664,0
ENSG00000091704,11
ENSG00000091732,902
ENSG00000091831,23622
ENSG00000091844,60
ENSG00000091879,633
ENSG00000091947,2519
ENSG00000091972,1199
ENSG00000091986,7554
ENSG00000092009,55
ENSG00000092010,25372
ENSG00000092020,1329
ENSG00000092036,1286
ENSG00000092051,43
ENSG00000092054,0
ENSG00000092067,11
ENSG00000092068,4270
ENSG00000092094,2869
ENSG00000092096,724
ENSG00000092098,1356
ENSG00000092108,4009
ENSG00000092140,1247
ENSG00000092148,8779
ENSG00000092199,40524
ENSG00000092200,225
ENSG00000092201,11181
ENSG00000092203,4806
ENSG00000092208,369
ENSG00000092295,58
ENSG00000092330,2686
ENSG00000092345,3
ENSG00000092377,0
ENSG00000092421,616
ENSG00000092439,5363
ENSG00000092445,971
ENSG00000092470,692
ENSG00000092529,136
ENSG00000092531,3493
ENSG00000092607,387
ENSG00000092621,1689
ENSG00000092758,477
ENSG00000092820,48506
ENSG00000092841,57965
ENSG00000092847,2751
ENSG00000092850,102
ENSG00000092853,293
ENSG00000092871,1650
ENSG00000092929,4630
ENSG00000092931,4174
ENSG00000092964,4243
ENSG00000092969,244
ENSG00000092978,3079
ENSG00000093000,3472
ENSG00000093009,849
ENSG00000093010,10119
ENSG00000093072,9584
ENSG00000093100,12
ENSG00000093134,7
ENSG00000093144,4225
ENSG00000093167,5541
ENSG00000093183,3537
ENSG00000093217,1318
ENSG00000094631,3826
ENSG00000094661,0
ENSG00000094755,926
ENSG00000094796,81
ENSG00000094804,1984
ENSG00000094841,1541
ENSG00000094880,2495
ENSG00000094914,2725
ENSG00000094916,6881
ENSG00000094963,1175
ENSG00000094975,6048
ENSG00000095002,3024
ENSG00000095015,6048
ENSG00000095059,5381
ENSG00000095066,4570
ENSG00000095110,2
ENSG00000095139,17425
ENSG00000095203,2175
ENSG00000095209,176
ENSG00000095261,3973
ENSG00000095303,1775
ENSG00000095319,5160
ENSG00000095321,5348
ENSG00000095370,1204
ENSG00000095380,3174
ENSG00000095383,622
ENSG00000095397,874
ENSG00000095464,60
ENSG00000095485,1731
ENSG00000095539,323
ENSG00000095564,2604
ENSG00000095574,2038
ENSG00000095585,2141
ENSG00000095587,41
ENSG00000095596,31
ENSG00000095627,6
ENSG00000095637,4677
ENSG00000095713,34
ENSG00000095739,18329
ENSG00000095752,35
ENSG00000095777,9
ENSG00000095787,13403
ENSG00000095794,2652
ENSG00000095906,3034
ENSG00000095917,101
ENSG00000095932,10
ENSG00000095951,1786
ENSG00000095970,2296
ENSG00000095981,1
ENSG00000096006,317
ENSG00000096060,1569
ENSG00000096063,3854
ENSG00000096070,4526
ENSG00000096080,834
ENSG00000096088,2
ENSG00000096092,1678
ENSG00000096093,2139
ENSG00000096264,0
ENSG00000096384,121728
ENSG00000096395,1
ENSG00000096401,4965
ENSG00000096433,4161
ENSG00000096654,777
ENSG00000096696,11827
ENSG00000096717,2302
ENSG00000096746,7701
ENSG00000096872,2424
ENSG00000096968,1712
ENSG00000096996,353
ENSG00000097007,6227
ENSG00000097021,2732
ENSG00000097033,8333
ENSG00000097046,709
ENSG00000097096,640
ENSG00000099139,365
ENSG00000099194,67369
ENSG00000099203,573
ENSG00000099204,6509
ENSG00000099219,13790
ENSG00000099246,10126
ENSG00000099250,6526
ENSG00000099251,151
ENSG00000099256,142
ENSG00000099260,2488
ENSG00000099282,7509
ENSG00000099284,2628
ENSG00000099290,2572
ENSG00000099308,1485
ENSG00000099326,2269
ENSG00000099330,2007
ENSG00000099331,6637
ENSG00000099337,7323
ENSG00000099338,431
ENSG00000099341,10601
ENSG00000099364,880
ENSG00000099365,85
ENSG00000099377,1518
ENSG00000099381,2730
ENSG00000099385,1309
ENSG00000099399,1
ENSG00000099617,4
ENSG00000099622,42987
ENSG00000099624,3220
ENSG00000099625,148
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,43
ENSG00000099783,13566
ENSG00000099785,3446
ENSG00000099795,3664
ENSG00000099797,19212
ENSG00000099800,3886
ENSG00000099804,2840
ENSG00000099810,3916
ENSG00000099812,5402
ENSG00000099814,5183
ENSG00000099817,9979
ENSG00000099821,2546
ENSG00000099822,21
ENSG00000099834,6
ENSG00000099840,258
ENSG00000099849,3121
ENSG00000099860,12353
ENSG00000099864,1583
ENSG00000099866,47
ENSG00000099869,10
ENSG00000099875,16189
ENSG00000099889,1712
ENSG00000099899,3678
ENSG00000099901,5317
ENSG00000099904,2388
ENSG00000099910,2008
ENSG00000099917,5620
ENSG00000099937,15
ENSG00000099940,6291
ENSG00000099942,5799
ENSG00000099949,3518
ENSG00000099953,8189
ENSG00000099954,940
ENSG00000099956,3793
ENSG00000099957,15
ENSG00000099958,650
ENSG00000099960,10
ENSG00000099968,2809
ENSG00000099974,232
ENSG00000099977,1657
ENSG00000099984,46
ENSG00000099985,1366
ENSG00000099991,2721
ENSG00000099992,818
ENSG00000099994,3566
ENSG00000099995,5475
ENSG00000099998,1834
ENSG00000099999,1029
ENSG00000100003,337
ENSG00000100012,2
ENSG00000100014,1480
ENSG00000100023,6157
ENSG00000100024,10
ENSG00000100027,203
ENSG00000100028,6764
ENSG00000100029,3248
ENSG00000100030,8352
ENSG00000100031,3272
ENSG00000100033,8
ENSG00000100034,2137
ENSG00000100036,332
ENSG00000100038,28
ENSG00000100053,9
ENSG00000100055,1501
ENSG00000100056,778
ENSG00000100058,781
ENSG00000100060,624
ENSG00000100065,634
ENSG00000100068,469
ENSG00000100075,4333
ENSG00000100077,1817
ENSG00000100078,3
ENSG00000100079,120
ENSG00000100083,3601
ENSG00000100084,633
ENSG00000100092,1031
ENSG00000100095,8
ENSG00000100097,19391
ENSG00000100099,1700
ENSG00000100100,2792
ENSG00000100101,2
