Gene stable ID,f1fd4b74-1bd9-4ca1-a437-930df81489c0
ENSG00000072849,3077
ENSG00000072858,950
ENSG00000072864,1836
ENSG00000072952,628
ENSG00000072954,78
ENSG00000072958,1857
ENSG00000073008,270
ENSG00000073050,2313
ENSG00000073060,2367
ENSG00000073067,0
ENSG00000073111,1419
ENSG00000073146,28
ENSG00000073150,80
ENSG00000073169,492
ENSG00000073282,12
ENSG00000073331,655
ENSG00000073350,2292
ENSG00000073417,894
ENSG00000073464,151
ENSG00000073536,372
ENSG00000073578,2657
ENSG00000073584,6716
ENSG00000073598,0
ENSG00000073605,132
ENSG00000073614,2995
ENSG00000073670,16
ENSG00000073711,1050
ENSG00000073712,3861
ENSG00000073734,7
ENSG00000073737,57
ENSG00000073754,0
ENSG00000073756,15
ENSG00000073792,89
ENSG00000073803,3297
ENSG00000073849,4263
ENSG00000073861,7
ENSG00000073905,2
ENSG00000073910,906
ENSG00000073921,8729
ENSG00000073969,2196
ENSG00000074047,197
ENSG00000074054,1980
ENSG00000074071,4648
ENSG00000074181,7919
ENSG00000074201,4717
ENSG00000074211,8
ENSG00000074219,2920
ENSG00000074266,1091
ENSG00000074276,14
ENSG00000074317,5
ENSG00000074319,4020
ENSG00000074356,1764
ENSG00000074370,2997
ENSG00000074410,9260
ENSG00000074416,1385
ENSG00000074527,1285
ENSG00000074582,629
ENSG00000074590,815
ENSG00000074603,1814
ENSG00000074621,452
ENSG00000074657,2160
ENSG00000074660,516
ENSG00000074695,5301
ENSG00000074696,6805
ENSG00000074706,26
ENSG00000074755,988
ENSG00000074771,0
ENSG00000074800,18666
ENSG00000074803,0
ENSG00000074842,2132
ENSG00000074855,407
ENSG00000074935,363
ENSG00000074964,760
ENSG00000074966,4
ENSG00000075035,34
ENSG00000075043,0
ENSG00000075073,33
ENSG00000075089,2558
ENSG00000075131,274
ENSG00000075142,4309
ENSG00000075151,2686
ENSG00000075188,1184
ENSG00000075213,20
ENSG00000075218,481
ENSG00000075223,3135
ENSG00000075234,595
ENSG00000075239,1836
ENSG00000075240,711
ENSG00000075275,4288
ENSG00000075290,5
ENSG00000075292,5784
ENSG00000075303,897
ENSG00000075336,800
ENSG00000075340,33
ENSG00000075388,0
ENSG00000075391,2053
ENSG00000075399,320
ENSG00000075407,713
ENSG00000075413,3456
ENSG00000075415,14941
ENSG00000075420,3848
ENSG00000075426,3791
ENSG00000075429,0
ENSG00000075461,2158
ENSG00000075539,1144
ENSG00000075568,2785
ENSG00000075618,4855
ENSG00000075624,493236
ENSG00000075643,230
ENSG00000075651,492
ENSG00000075673,0
ENSG00000075702,268
ENSG00000075711,3334
ENSG00000075785,18399
ENSG00000075790,5448
ENSG00000075826,52
ENSG00000075856,1895
ENSG00000075884,256
ENSG00000075886,99
ENSG00000075891,0
ENSG00000075914,1339
ENSG00000075945,1789
ENSG00000075975,2033
ENSG00000076003,1750
ENSG00000076043,975
ENSG00000076053,748
ENSG00000076067,1513
ENSG00000076108,3454
ENSG00000076201,2612
ENSG00000076242,904
ENSG00000076248,3769
ENSG00000076258,239
ENSG00000076321,562
ENSG00000076344,99
ENSG00000076351,289
ENSG00000076356,1004
ENSG00000076382,1121
ENSG00000076513,2071
ENSG00000076554,15185
ENSG00000076555,194
ENSG00000076604,2735
ENSG00000076641,268
ENSG00000076650,939
ENSG00000076662,0
ENSG00000076685,183
ENSG00000076706,9845
ENSG00000076716,8618
ENSG00000076770,672
ENSG00000076826,1121
ENSG00000076864,1024
ENSG00000076924,1772
ENSG00000076928,1711
ENSG00000076944,1436
ENSG00000076984,958
ENSG00000077009,0
ENSG00000077044,1662
ENSG00000077063,231
ENSG00000077080,0
ENSG00000077092,130
ENSG00000077097,6315
ENSG00000077147,14936
ENSG00000077150,1339
ENSG00000077152,2109
ENSG00000077157,733
ENSG00000077232,8954
ENSG00000077235,10869
ENSG00000077238,2191
ENSG00000077254,3771
ENSG00000077264,23
ENSG00000077274,13
ENSG00000077279,0
ENSG00000077312,3630
ENSG00000077327,15
ENSG00000077348,569
ENSG00000077380,3756
ENSG00000077420,276
ENSG00000077454,300
ENSG00000077458,600
ENSG00000077463,1054
ENSG00000077498,0
ENSG00000077514,958
ENSG00000077522,125
ENSG00000077549,13429
ENSG00000077585,1904
ENSG00000077616,27
ENSG00000077684,1803
ENSG00000077713,1306
ENSG00000077721,4101
ENSG00000077782,3208
ENSG00000077800,5
ENSG00000077935,0
ENSG00000077942,8696
ENSG00000077943,297
ENSG00000077984,92
ENSG00000078018,204
ENSG00000078043,810
ENSG00000078053,130
ENSG00000078061,2386
ENSG00000078070,873
ENSG00000078081,23
ENSG00000078098,1739
ENSG00000078114,8901
ENSG00000078124,2016
ENSG00000078140,4543
ENSG00000078142,880
ENSG00000078177,409
ENSG00000078237,636
ENSG00000078246,1382
ENSG00000078269,2392
ENSG00000078295,873
ENSG00000078304,8391
ENSG00000078319,532
ENSG00000078328,0
ENSG00000078369,13934
ENSG00000078399,103
ENSG00000078401,173
ENSG00000078403,1046
ENSG00000078487,241
ENSG00000078549,121
ENSG00000078579,0
ENSG00000078589,205
ENSG00000078596,224
ENSG00000078618,4712
ENSG00000078668,6093
ENSG00000078674,4417
ENSG00000078687,1767
ENSG00000078699,1485
ENSG00000078725,0
ENSG00000078747,2726
ENSG00000078795,14
ENSG00000078804,2891
ENSG00000078808,3236
ENSG00000078814,23
ENSG00000078898,2239
ENSG00000078900,78
ENSG00000078902,2210
ENSG00000078967,1310
ENSG00000079101,55
ENSG00000079102,249
ENSG00000079112,4
ENSG00000079134,1029
ENSG00000079150,1393
ENSG00000079156,701
ENSG00000079215,581
ENSG00000079246,19149
ENSG00000079257,1198
ENSG00000079263,50
ENSG00000079277,585
ENSG00000079308,3651
ENSG00000079313,1179
ENSG00000079332,9239
ENSG00000079335,81
ENSG00000079337,228
ENSG00000079385,1367
ENSG00000079387,1635
ENSG00000079393,23
ENSG00000079432,1831
ENSG00000079435,56
ENSG00000079459,3989
ENSG00000079462,6522
ENSG00000079482,147
ENSG00000079557,0
ENSG00000079616,5554
ENSG00000079689,20
ENSG00000079691,1441
ENSG00000079739,649
ENSG00000079785,5159
ENSG00000079805,2784
ENSG00000079819,1126
ENSG00000079841,40
ENSG00000079931,115
ENSG00000079950,1930
ENSG00000079974,1143
ENSG00000079999,2236
ENSG00000080007,12
ENSG00000080031,55
ENSG00000080166,0
ENSG00000080189,2800
ENSG00000080200,83
ENSG00000080224,0
ENSG00000080293,5
ENSG00000080298,798
ENSG00000080345,1678
ENSG00000080371,4858
ENSG00000080493,2460
ENSG00000080503,3492
ENSG00000080511,0
ENSG00000080546,1421
ENSG00000080561,1177
ENSG00000080572,19
ENSG00000080573,2965
ENSG00000080603,8982
ENSG00000080608,1614
ENSG00000080618,0
ENSG00000080644,6
ENSG00000080709,133
ENSG00000080802,2205
ENSG00000080815,3340
ENSG00000080819,448
ENSG00000080822,2072
ENSG00000080823,688
ENSG00000080824,148810
ENSG00000080839,490
ENSG00000080845,5034
ENSG00000080854,41
ENSG00000080910,0
ENSG00000080947,60
ENSG00000080986,495
ENSG00000081014,528
ENSG00000081019,1108
ENSG00000081026,1560
ENSG00000081041,2
ENSG00000081051,217
ENSG00000081052,9
ENSG00000081059,266
ENSG00000081087,1526
ENSG00000081138,61
ENSG00000081148,57
ENSG00000081154,5581
ENSG00000081177,1056
ENSG00000081181,59
ENSG00000081189,1399
ENSG00000081237,222
ENSG00000081248,0
ENSG00000081277,953
ENSG00000081307,1453
ENSG00000081320,2436
ENSG00000081377,317
ENSG00000081386,510
ENSG00000081479,119
ENSG00000081665,563
ENSG00000081692,796
ENSG00000081721,720
ENSG00000081760,1813
ENSG00000081791,1538
ENSG00000081800,0
ENSG00000081803,4379
ENSG00000081818,415
ENSG00000081842,2
ENSG00000081853,47
ENSG00000081870,980
ENSG00000081913,529
ENSG00000081923,2663
ENSG00000081985,0
ENSG00000082014,604
ENSG00000082068,1310
ENSG00000082074,520
ENSG00000082126,17
ENSG00000082146,881
ENSG00000082153,12873
ENSG00000082175,119
ENSG00000082196,2410
ENSG00000082212,583
ENSG00000082213,1453
ENSG00000082258,2022
ENSG00000082269,145
ENSG00000082293,0
ENSG00000082397,1617
ENSG00000082438,3155
ENSG00000082458,4807
ENSG00000082482,42
ENSG00000082497,1869
ENSG00000082512,2092
ENSG00000082515,1797
ENSG00000082516,1097
ENSG00000082556,5
ENSG00000082641,7162
ENSG00000082684,304
ENSG00000082701,4245
ENSG00000082781,8119
ENSG00000082805,1977
ENSG00000082898,6110
ENSG00000082929,14
ENSG00000082996,2089
ENSG00000083067,0
ENSG00000083093,1356
ENSG00000083097,338
ENSG00000083099,2001
ENSG00000083123,877
ENSG00000083168,3598
ENSG00000083223,1844
ENSG00000083290,581
ENSG00000083307,3491
ENSG00000083312,5289
ENSG00000083444,6377
ENSG00000083454,6
ENSG00000083457,414
ENSG00000083520,1425
ENSG00000083535,1043
ENSG00000083544,1103
ENSG00000083622,0
ENSG00000083635,482
ENSG00000083642,1255
ENSG00000083720,1182
ENSG00000083750,721
ENSG00000083782,244
ENSG00000083799,1238
ENSG00000083807,176
ENSG00000083812,253
ENSG00000083814,176
ENSG00000083817,186
ENSG00000083828,564
ENSG00000083838,416
ENSG00000083844,1700
ENSG00000083845,8497
ENSG00000083857,2066
ENSG00000083896,3150
ENSG00000083937,2499
ENSG00000084070,2494
ENSG00000084072,1421
ENSG00000084073,4058
ENSG00000084090,5580
ENSG00000084092,1006
ENSG00000084093,2663
ENSG00000084110,2
ENSG00000084112,1651
ENSG00000084207,22152
ENSG00000084234,23697
ENSG00000084444,2475
ENSG00000084453,0
ENSG00000084463,6208
ENSG00000084623,9412
ENSG00000084628,150
ENSG00000084636,1946
ENSG00000084652,2100
ENSG00000084674,0
ENSG00000084676,4196
ENSG00000084693,610
ENSG00000084710,230
ENSG00000084731,384
ENSG00000084733,9955
ENSG00000084734,0
ENSG00000084754,4894
ENSG00000084764,551
ENSG00000084774,731
ENSG00000085063,13123
ENSG00000085117,1239
ENSG00000085185,532
ENSG00000085224,3613
ENSG00000085231,1822
ENSG00000085265,15
ENSG00000085274,720
ENSG00000085276,431
ENSG00000085365,3078
ENSG00000085377,1555
ENSG00000085382,139
ENSG00000085415,1667
ENSG00000085433,666
ENSG00000085449,2791
ENSG00000085465,324
ENSG00000085491,839
ENSG00000085511,945
ENSG00000085514,130
ENSG00000085552,2118
ENSG00000085563,23
ENSG00000085644,4670
ENSG00000085662,769
ENSG00000085719,5231
ENSG00000085721,6064
ENSG00000085733,5850
ENSG00000085741,1555
ENSG00000085760,1913
ENSG00000085788,1305
ENSG00000085831,2076
ENSG00000085832,2889
ENSG00000085840,129
ENSG00000085871,3828
ENSG00000085872,1524
ENSG00000085978,1738
ENSG00000085982,1565
ENSG00000085998,1470
ENSG00000085999,74
ENSG00000086015,1462
ENSG00000086061,7856
ENSG00000086062,9771
ENSG00000086065,3461
ENSG00000086102,2232
ENSG00000086159,9
ENSG00000086189,2126
ENSG00000086200,1274
ENSG00000086205,303
ENSG00000086232,20757
ENSG00000086288,10
ENSG00000086289,276
ENSG00000086300,614
ENSG00000086475,2431
ENSG00000086504,3415
ENSG00000086506,2
ENSG00000086544,1078
ENSG00000086548,14829
ENSG00000086570,12
ENSG00000086589,2038
ENSG00000086598,19727
ENSG00000086619,894
ENSG00000086666,6418
ENSG00000086696,43
ENSG00000086712,1293
ENSG00000086717,565
ENSG00000086730,272
ENSG00000086758,8979
ENSG00000086827,1061
ENSG00000086848,324
ENSG00000086967,2
ENSG00000086991,1120
ENSG00000087008,856
ENSG00000087053,2090
ENSG00000087074,1823
ENSG00000087076,325
ENSG00000087077,1658
ENSG00000087085,6
ENSG00000087086,95620
ENSG00000087087,4293
ENSG00000087088,1038
ENSG00000087095,1183
ENSG00000087111,888
ENSG00000087116,3516
ENSG00000087128,86
ENSG00000087152,2474
ENSG00000087157,567
ENSG00000087191,4734
ENSG00000087206,651
ENSG00000087237,134
ENSG00000087245,30420
ENSG00000087250,80
ENSG00000087253,368
ENSG00000087258,7
ENSG00000087263,1849
ENSG00000087266,1075
ENSG00000087269,806
ENSG00000087274,4214
ENSG00000087299,798
ENSG00000087301,2265
ENSG00000087302,24257
ENSG00000087303,1577
ENSG00000087338,1423
ENSG00000087365,7549
ENSG00000087448,1321
ENSG00000087460,181467
ENSG00000087470,4346
ENSG00000087494,92
ENSG00000087495,12
ENSG00000087502,4938
ENSG00000087510,3453
ENSG00000087586,1152
ENSG00000087589,20
ENSG00000087842,345
ENSG00000087884,1529
ENSG00000087903,629
ENSG00000087995,545
ENSG00000088002,453
ENSG00000088035,871
ENSG00000088038,1377
ENSG00000088053,25
ENSG00000088179,599
ENSG00000088205,4190
ENSG00000088247,7804
ENSG00000088256,1567
ENSG00000088280,1224
ENSG00000088298,1444
ENSG00000088305,554
ENSG00000088320,44
ENSG00000088325,2602
ENSG00000088340,202
ENSG00000088356,1165
ENSG00000088367,4757
ENSG00000088386,11
ENSG00000088387,1060
ENSG00000088448,1927
ENSG00000088451,326
ENSG00000088538,26
ENSG00000088543,170
ENSG00000088682,2015
ENSG00000088726,222
ENSG00000088727,789
ENSG00000088756,310
ENSG00000088766,4746
ENSG00000088782,0
ENSG00000088808,1409
ENSG00000088812,2492
ENSG00000088826,1599
ENSG00000088827,133
ENSG00000088832,28751
ENSG00000088833,4223
ENSG00000088836,263
ENSG00000088854,453
ENSG00000088876,572
ENSG00000088881,2071
ENSG00000088882,2367
ENSG00000088888,3612
ENSG00000088899,1953
ENSG00000088926,0
ENSG00000088930,3057
ENSG00000088970,614
ENSG00000088986,24566
ENSG00000088992,97
ENSG00000089006,5886
ENSG00000089009,34637
ENSG00000089012,14
ENSG00000089022,1429
ENSG00000089041,84
ENSG00000089048,1449
ENSG00000089050,1649
ENSG00000089053,3766
ENSG00000089057,827
ENSG00000089060,929
ENSG00000089063,10027
ENSG00000089091,477
ENSG00000089094,1488
ENSG00000089101,156
ENSG00000089116,0
ENSG00000089123,570
ENSG00000089127,2057
ENSG00000089154,2591
ENSG00000089157,31359
ENSG00000089159,6173
ENSG00000089163,102
ENSG00000089169,0
ENSG00000089177,3246
ENSG00000089195,1282
ENSG00000089199,3
ENSG00000089220,25822
ENSG00000089225,419
ENSG00000089234,2028
ENSG00000089248,5959
ENSG00000089250,2
ENSG00000089280,18616
ENSG00000089289,3817
ENSG00000089327,5632
ENSG00000089335,2319
ENSG00000089351,3057
ENSG00000089356,8876
ENSG00000089472,1161
ENSG00000089486,612
ENSG00000089505,16
ENSG00000089558,0
ENSG00000089597,18713
ENSG00000089639,475
ENSG00000089682,259
ENSG00000089685,1151
ENSG00000089692,472
ENSG00000089693,17268
ENSG00000089723,78
ENSG00000089737,4983
ENSG00000089775,868
ENSG00000089818,2267
ENSG00000089820,290
ENSG00000089847,33
ENSG00000089876,1191
ENSG00000089902,3036
ENSG00000089916,1436
ENSG00000090006,467
ENSG00000090013,3186
ENSG00000090020,3284
ENSG00000090054,1439
ENSG00000090060,11422
ENSG00000090061,224
ENSG00000090097,1052
ENSG00000090104,16499
ENSG00000090238,3433
ENSG00000090263,2338
ENSG00000090266,4645
ENSG00000090273,5212
ENSG00000090316,1528
ENSG00000090339,282
ENSG00000090372,3668
ENSG00000090376,871
ENSG00000090382,231
ENSG00000090402,0
ENSG00000090432,818
ENSG00000090447,820
ENSG00000090470,1106
ENSG00000090487,5651
ENSG00000090512,2
ENSG00000090520,5052
ENSG00000090530,139
ENSG00000090534,635
ENSG00000090539,1294
ENSG00000090554,68
ENSG00000090565,2438
ENSG00000090581,4573
ENSG00000090612,4021
ENSG00000090615,5098
ENSG00000090621,4319
ENSG00000090659,12
ENSG00000090661,2584
ENSG00000090674,549
ENSG00000090686,1388
ENSG00000090776,1806
ENSG00000090857,1185
ENSG00000090861,3395
ENSG00000090863,3981
ENSG00000090889,1413
ENSG00000090905,3631
ENSG00000090924,961
ENSG00000090932,20
ENSG00000090971,1139
ENSG00000090975,149
ENSG00000090989,1225
ENSG00000091009,2150
ENSG00000091010,0
ENSG00000091039,3269
ENSG00000091073,1535
ENSG00000091106,66
ENSG00000091127,907
ENSG00000091128,12
ENSG00000091129,65
ENSG00000091136,11446
ENSG00000091137,678
ENSG00000091138,58
ENSG00000091140,2896
ENSG00000091157,801
ENSG00000091164,4313
ENSG00000091181,60
ENSG00000091262,177
ENSG00000091317,10423
ENSG00000091409,2093
ENSG00000091428,316
ENSG00000091436,2798
ENSG00000091482,9
ENSG00000091483,5590
ENSG00000091490,389
ENSG00000091513,64
ENSG00000091527,2859
ENSG00000091536,66
ENSG00000091542,5795
ENSG00000091583,0
ENSG00000091592,391
ENSG00000091622,102
ENSG00000091640,2102
ENSG00000091651,1471
ENSG00000091656,570
ENSG00000091664,0
ENSG00000091704,0
ENSG00000091732,1049
ENSG00000091831,10350
ENSG00000091844,86
ENSG00000091879,3642
ENSG00000091947,1031
ENSG00000091972,815
ENSG00000091986,4204
ENSG00000092009,0
ENSG00000092010,10880
ENSG00000092020,782
ENSG00000092036,389
ENSG00000092051,4
ENSG00000092054,1
ENSG00000092067,0
ENSG00000092068,9008
ENSG00000092094,1545
ENSG00000092096,1738
ENSG00000092098,191
ENSG00000092108,6321
ENSG00000092140,1438
ENSG00000092148,7749
ENSG00000092199,25497
ENSG00000092200,26
ENSG00000092201,7432
ENSG00000092203,4737
ENSG00000092208,616
ENSG00000092295,11
ENSG00000092330,2742
ENSG00000092345,4
ENSG00000092377,0
ENSG00000092421,422
ENSG00000092439,1193
ENSG00000092445,364
ENSG00000092470,404
ENSG00000092529,2
ENSG00000092531,2505
ENSG00000092607,290
ENSG00000092621,3971
ENSG00000092758,41
ENSG00000092820,16666
ENSG00000092841,42680
ENSG00000092847,1217
ENSG00000092850,238
ENSG00000092853,61
ENSG00000092871,826
ENSG00000092929,638
ENSG00000092931,899
ENSG00000092964,2621
ENSG00000092969,615
ENSG00000092978,4783
ENSG00000093000,2904
ENSG00000093009,551
ENSG00000093010,4423
ENSG00000093072,495
ENSG00000093100,0
ENSG00000093134,21
ENSG00000093144,783
ENSG00000093167,3911
ENSG00000093183,1552
ENSG00000093217,217
ENSG00000094631,1980
ENSG00000094661,0
ENSG00000094755,139
ENSG00000094796,0
ENSG00000094804,773
ENSG00000094841,2131
ENSG00000094880,1732
ENSG00000094914,2115
ENSG00000094916,5833
ENSG00000094963,95
ENSG00000094975,6628
ENSG00000095002,1596
ENSG00000095015,2741
ENSG00000095059,1706
ENSG00000095066,391
ENSG00000095110,10
ENSG00000095139,13056
ENSG00000095203,1037
ENSG00000095209,146
ENSG00000095261,3155
ENSG00000095303,133
ENSG00000095319,2231
ENSG00000095321,9527
ENSG00000095370,1390
ENSG00000095380,4413
ENSG00000095383,1040
ENSG00000095397,833
ENSG00000095464,0
ENSG00000095485,747
ENSG00000095539,105
ENSG00000095564,292
ENSG00000095574,2555
ENSG00000095585,437
ENSG00000095587,76
ENSG00000095596,180
ENSG00000095627,9
ENSG00000095637,706
ENSG00000095713,0
ENSG00000095739,3882
ENSG00000095752,64
ENSG00000095777,2
ENSG00000095787,4739
ENSG00000095794,1152
ENSG00000095906,2890
ENSG00000095917,1
ENSG00000095932,12
ENSG00000095951,1147
ENSG00000095970,591
ENSG00000095981,3
ENSG00000096006,14747
ENSG00000096060,4347
ENSG00000096063,3612
ENSG00000096070,3052
ENSG00000096080,603
ENSG00000096088,64
ENSG00000096092,1870
ENSG00000096093,1284
ENSG00000096264,0
ENSG00000096384,78416
ENSG00000096395,0
ENSG00000096401,3925
ENSG00000096433,817
ENSG00000096654,515
ENSG00000096696,24174
ENSG00000096717,1896
ENSG00000096746,4638
ENSG00000096872,1072
ENSG00000096968,526
ENSG00000096996,21
ENSG00000097007,3212
ENSG00000097021,900
ENSG00000097033,3816
ENSG00000097046,205
ENSG00000097096,227
ENSG00000099139,171
ENSG00000099194,10522
ENSG00000099203,89
ENSG00000099204,2896
ENSG00000099219,4359
ENSG00000099246,4698
ENSG00000099250,5940
ENSG00000099251,40
ENSG00000099256,65
ENSG00000099260,704
ENSG00000099282,7765
ENSG00000099284,2870
ENSG00000099290,1193
ENSG00000099308,182
ENSG00000099326,504
ENSG00000099330,983
ENSG00000099331,1874
ENSG00000099337,1676
ENSG00000099338,283
ENSG00000099341,4138
ENSG00000099364,1712
ENSG00000099365,235
ENSG00000099377,3276
ENSG00000099381,3244
ENSG00000099385,8177
ENSG00000099399,0
ENSG00000099617,14
ENSG00000099622,8205
ENSG00000099624,3322
ENSG00000099625,25
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,255
ENSG00000099783,6727
ENSG00000099785,1449
ENSG00000099795,2852
ENSG00000099797,5669
ENSG00000099800,1789
ENSG00000099804,1378
ENSG00000099810,1206
ENSG00000099812,2865
ENSG00000099814,1191
ENSG00000099817,1872
ENSG00000099821,1426
ENSG00000099822,12
ENSG00000099834,7
ENSG00000099840,65
ENSG00000099849,1168
ENSG00000099860,2580
ENSG00000099864,739
ENSG00000099866,8
ENSG00000099869,0
ENSG00000099875,10735
ENSG00000099889,487
ENSG00000099899,897
ENSG00000099901,3443
ENSG00000099904,499
ENSG00000099910,419
ENSG00000099917,2866
ENSG00000099937,0
ENSG00000099940,3004
ENSG00000099942,3458
ENSG00000099949,1041
ENSG00000099953,14784
ENSG00000099954,43
ENSG00000099956,2369
ENSG00000099957,0
ENSG00000099958,303
ENSG00000099960,15
ENSG00000099968,2291
ENSG00000099974,45
ENSG00000099977,790
ENSG00000099984,0
ENSG00000099985,79
ENSG00000099991,2146
ENSG00000099992,322
ENSG00000099994,1837
ENSG00000099995,3127
ENSG00000099998,1397
ENSG00000099999,597
ENSG00000100003,5737
ENSG00000100012,12
ENSG00000100014,1211
ENSG00000100023,1478
ENSG00000100024,0
ENSG00000100027,159
ENSG00000100028,9194
ENSG00000100029,1198
ENSG00000100030,4444
ENSG00000100031,613
ENSG00000100033,233
ENSG00000100034,820
ENSG00000100036,174
ENSG00000100038,0
ENSG00000100053,0
ENSG00000100055,189
ENSG00000100056,843
ENSG00000100058,547
ENSG00000100060,104
ENSG00000100065,313
ENSG00000100068,156
ENSG00000100075,3938
ENSG00000100077,1415
ENSG00000100078,46
ENSG00000100079,0
ENSG00000100083,1035
ENSG00000100084,510
ENSG00000100092,528
ENSG00000100095,17
ENSG00000100097,21612
ENSG00000100099,753
ENSG00000100100,702
ENSG00000100101,0
ENSG00000100104,379
ENSG00000100105,4320
ENSG00000100106,1266
ENSG00000100109,526
ENSG00000100116,454
ENSG00000100121,0
ENSG00000100122,26
ENSG00000100124,1537
ENSG00000100129,1605
ENSG00000100138,4730
ENSG00000100139,658
ENSG00000100142,4
ENSG00000100146,0
ENSG00000100147,139
ENSG00000100150,226
ENSG00000100151,356
ENSG00000100154,748
ENSG00000100156,12
ENSG00000100162,446
ENSG00000100167,239
ENSG00000100170,672
ENSG00000100181,651
ENSG00000100191,24
ENSG00000100196,3825
ENSG00000100197,13
ENSG00000100201,16770
ENSG00000100206,34
ENSG00000100207,1173
ENSG00000100209,557
