Gene stable ID,c1762c7e-cebc-4380-a207-eec4dc44aa63
ENSG00000072954,402
ENSG00000072958,1471
ENSG00000073008,2075
ENSG00000073050,1249
ENSG00000073060,5654
ENSG00000073067,93
ENSG00000073111,3235
ENSG00000073146,50
ENSG00000073150,361
ENSG00000073169,2919
ENSG00000073282,14
ENSG00000073331,456
ENSG00000073350,10078
ENSG00000073417,562
ENSG00000073464,12
ENSG00000073536,1807
ENSG00000073578,4033
ENSG00000073584,3913
ENSG00000073598,0
ENSG00000073605,509
ENSG00000073614,1976
ENSG00000073670,94
ENSG00000073711,371
ENSG00000073712,168
ENSG00000073734,0
ENSG00000073737,45
ENSG00000073754,0
ENSG00000073756,6
ENSG00000073792,47
ENSG00000073803,1367
ENSG00000073849,180
ENSG00000073861,10
ENSG00000073905,0
ENSG00000073910,1094
ENSG00000073921,5001
ENSG00000073969,3446
ENSG00000074047,10
ENSG00000074054,1224
ENSG00000074071,3085
ENSG00000074181,6186
ENSG00000074201,15424
ENSG00000074211,1
ENSG00000074219,3025
ENSG00000074266,421
ENSG00000074276,90
ENSG00000074317,0
ENSG00000074319,5875
ENSG00000074356,3158
ENSG00000074370,14856
ENSG00000074410,210
ENSG00000074416,6410
ENSG00000074527,66
ENSG00000074582,1157
ENSG00000074590,299
ENSG00000074603,1203
ENSG00000074621,404
ENSG00000074657,158
ENSG00000074660,161
ENSG00000074695,10102
ENSG00000074696,10452
ENSG00000074706,9
ENSG00000074755,2261
ENSG00000074771,0
ENSG00000074800,23776
ENSG00000074803,0
ENSG00000074842,6573
ENSG00000074855,750
ENSG00000074935,420
ENSG00000074964,1439
ENSG00000074966,11
ENSG00000075035,6
ENSG00000075043,24
ENSG00000075073,33
ENSG00000075089,1202
ENSG00000075131,363
ENSG00000075142,6527
ENSG00000075151,2124
ENSG00000075188,923
ENSG00000075213,9
ENSG00000075218,1064
ENSG00000075223,2591
ENSG00000075234,4991
ENSG00000075239,5173
ENSG00000075240,8315
ENSG00000075275,6506
ENSG00000075290,9
ENSG00000075292,4691
ENSG00000075303,712
ENSG00000075336,789
ENSG00000075340,9
ENSG00000075388,0
ENSG00000075391,537
ENSG00000075399,672
ENSG00000075407,1201
ENSG00000075413,3066
ENSG00000075415,14525
ENSG00000075420,1258
ENSG00000075426,2150
ENSG00000075429,0
ENSG00000075461,1975
ENSG00000075539,1982
ENSG00000075568,2092
ENSG00000075618,627
ENSG00000075624,166309
ENSG00000075643,714
ENSG00000075651,443
ENSG00000075673,1
ENSG00000075702,1066
ENSG00000075711,1855
ENSG00000075785,10485
ENSG00000075790,1777
ENSG00000075826,70
ENSG00000075856,2741
ENSG00000075884,64
ENSG00000075886,2
ENSG00000075891,72
ENSG00000075914,1886
ENSG00000075945,2391
ENSG00000075975,1071
ENSG00000076003,3034
ENSG00000076043,1618
ENSG00000076053,475
ENSG00000076067,968
ENSG00000076108,4873
ENSG00000076201,4298
ENSG00000076242,2272
ENSG00000076248,7497
ENSG00000076258,103
ENSG00000076321,497
ENSG00000076344,629
ENSG00000076351,568
ENSG00000076356,520
ENSG00000076382,2225
ENSG00000076513,1154
ENSG00000076554,15084
ENSG00000076555,6430
ENSG00000076604,6225
ENSG00000076641,678
ENSG00000076650,792
ENSG00000076662,6
ENSG00000076685,362
ENSG00000076706,1892
ENSG00000076716,314
ENSG00000076770,260
ENSG00000076826,6029
ENSG00000076864,5817
ENSG00000076924,4357
ENSG00000076928,5415
ENSG00000076944,4322
ENSG00000076984,2108
ENSG00000077009,0
ENSG00000077044,1674
ENSG00000077063,58
ENSG00000077080,0
ENSG00000077092,276
ENSG00000077097,8105
ENSG00000077147,17295
ENSG00000077150,1462
ENSG00000077152,1546
ENSG00000077157,901
ENSG00000077232,13743
ENSG00000077235,5702
ENSG00000077238,2263
ENSG00000077254,1165
ENSG00000077264,1
ENSG00000077274,81
ENSG00000077279,8
ENSG00000077312,3339
ENSG00000077327,2052
ENSG00000077348,1335
ENSG00000077380,1836
ENSG00000077420,178
ENSG00000077454,360
ENSG00000077458,375
ENSG00000077463,1117
ENSG00000077498,0
ENSG00000077514,3468
ENSG00000077522,0
ENSG00000077549,8925
ENSG00000077585,1233
ENSG00000077616,21
ENSG00000077684,1151
ENSG00000077713,673
ENSG00000077721,2437
ENSG00000077782,2534
ENSG00000077800,3
ENSG00000077935,2
ENSG00000077942,3477
ENSG00000077943,32
ENSG00000077984,32
ENSG00000078018,748
ENSG00000078043,940
ENSG00000078053,16
ENSG00000078061,3044
ENSG00000078070,1939
ENSG00000078081,21
ENSG00000078098,60
ENSG00000078114,2497
ENSG00000078124,1658
ENSG00000078140,5115
ENSG00000078142,1777
ENSG00000078177,696
ENSG00000078237,765
ENSG00000078246,1236
ENSG00000078269,1210
ENSG00000078295,11
ENSG00000078304,3531
ENSG00000078319,470
ENSG00000078328,1
ENSG00000078369,10180
ENSG00000078399,37
ENSG00000078401,221
ENSG00000078403,922
ENSG00000078487,240
ENSG00000078549,16
ENSG00000078579,5
ENSG00000078589,0
ENSG00000078596,32
ENSG00000078618,4013
ENSG00000078668,9457
ENSG00000078674,4570
ENSG00000078687,850
ENSG00000078699,1566
ENSG00000078725,31
ENSG00000078747,3387
ENSG00000078795,6
ENSG00000078804,1368
ENSG00000078808,4745
ENSG00000078814,57
ENSG00000078898,21193
ENSG00000078900,90
ENSG00000078902,2389
ENSG00000078967,730
ENSG00000079101,54
ENSG00000079102,19
ENSG00000079112,380
ENSG00000079134,1885
ENSG00000079150,139
ENSG00000079156,11
ENSG00000079215,63
ENSG00000079246,11844
ENSG00000079257,8548
ENSG00000079263,45
ENSG00000079277,859
ENSG00000079308,1354
ENSG00000079313,1258
ENSG00000079332,8717
ENSG00000079335,17
ENSG00000079337,2403
ENSG00000079385,3599
ENSG00000079387,790
ENSG00000079393,0
ENSG00000079432,3620
ENSG00000079435,774
ENSG00000079459,5210
ENSG00000079462,2916
ENSG00000079482,419
ENSG00000079557,0
ENSG00000079616,3474
ENSG00000079689,2
ENSG00000079691,1733
ENSG00000079739,1266
ENSG00000079785,5652
ENSG00000079805,6772
ENSG00000079819,590
ENSG00000079841,386
ENSG00000079931,11
ENSG00000079950,1207
ENSG00000079974,1070
ENSG00000079999,4210
ENSG00000080007,1
ENSG00000080031,284
ENSG00000080166,0
ENSG00000080189,3304
ENSG00000080200,107
ENSG00000080224,14
ENSG00000080293,2
ENSG00000080298,61
ENSG00000080345,1831
ENSG00000080371,2561
ENSG00000080493,14
ENSG00000080503,1985
ENSG00000080511,2
ENSG00000080546,451
ENSG00000080561,171
ENSG00000080572,0
ENSG00000080573,363
ENSG00000080603,7211
ENSG00000080608,1711
ENSG00000080618,2
ENSG00000080644,6
ENSG00000080709,89
ENSG00000080802,621
ENSG00000080815,3467
ENSG00000080819,790
ENSG00000080822,1794
ENSG00000080823,491
ENSG00000080824,31948
ENSG00000080839,797
ENSG00000080845,2942
ENSG00000080854,321
ENSG00000080910,0
ENSG00000080947,46
ENSG00000080986,542
ENSG00000081014,581
ENSG00000081019,826
ENSG00000081026,60
ENSG00000081041,17
ENSG00000081051,10
ENSG00000081052,19
ENSG00000081059,156
ENSG00000081087,548
ENSG00000081138,1426
ENSG00000081148,21
ENSG00000081154,3153
ENSG00000081177,1860
ENSG00000081181,737
ENSG00000081189,201
ENSG00000081237,225
ENSG00000081248,1
ENSG00000081277,89
ENSG00000081307,2542
ENSG00000081320,202
ENSG00000081377,410
ENSG00000081386,484
ENSG00000081479,6636
ENSG00000081665,701
ENSG00000081692,1849
ENSG00000081721,1424
ENSG00000081760,2415
ENSG00000081791,1016
ENSG00000081800,0
ENSG00000081803,215
ENSG00000081818,14
ENSG00000081842,1
ENSG00000081853,18
ENSG00000081870,450
ENSG00000081913,160
ENSG00000081923,6738
ENSG00000081985,0
ENSG00000082014,1886
ENSG00000082068,1050
ENSG00000082074,81
ENSG00000082126,2
ENSG00000082146,498
ENSG00000082153,29751
ENSG00000082175,224
ENSG00000082196,151
ENSG00000082212,2501
ENSG00000082213,1169
ENSG00000082258,1101
ENSG00000082269,60
ENSG00000082293,0
ENSG00000082397,430
ENSG00000082438,610
ENSG00000082458,3680
ENSG00000082482,11
ENSG00000082497,23
ENSG00000082512,946
ENSG00000082515,529
ENSG00000082516,468
ENSG00000082556,0
ENSG00000082641,9102
ENSG00000082684,53
ENSG00000082701,1510
ENSG00000082781,28096
ENSG00000082805,1120
ENSG00000082898,6898
ENSG00000082929,0
ENSG00000082996,2302
ENSG00000083067,14
ENSG00000083093,783
ENSG00000083097,260
ENSG00000083099,1561
ENSG00000083123,595
ENSG00000083168,3254
ENSG00000083223,2250
ENSG00000083290,2190
ENSG00000083307,5720
ENSG00000083312,2518
ENSG00000083444,5115
ENSG00000083454,77
ENSG00000083457,1021
ENSG00000083520,2073
ENSG00000083535,821
ENSG00000083544,1051
ENSG00000083622,0
ENSG00000083635,492
ENSG00000083642,2139
ENSG00000083720,2124
ENSG00000083750,469
ENSG00000083782,2
ENSG00000083799,580
ENSG00000083807,678
ENSG00000083812,314
ENSG00000083814,389
ENSG00000083817,101
ENSG00000083828,573
ENSG00000083838,708
ENSG00000083844,1250
ENSG00000083845,19854
ENSG00000083857,2134
ENSG00000083896,3161
ENSG00000083937,2589
ENSG00000084070,2991
ENSG00000084072,1614
ENSG00000084073,2032
ENSG00000084090,6157
ENSG00000084092,1456
ENSG00000084093,1446
ENSG00000084110,11
ENSG00000084112,949
ENSG00000084207,619
ENSG00000084234,25107
ENSG00000084444,2803
ENSG00000084453,0
ENSG00000084463,17160
ENSG00000084623,6492
ENSG00000084628,236
ENSG00000084636,319
ENSG00000084652,4076
ENSG00000084674,0
ENSG00000084676,711
ENSG00000084693,1335
ENSG00000084710,30
ENSG00000084731,780
ENSG00000084733,7669
ENSG00000084734,0
ENSG00000084754,10211
ENSG00000084764,481
ENSG00000084774,5134
ENSG00000085063,1174
ENSG00000085117,3848
ENSG00000085185,264
ENSG00000085224,961
ENSG00000085231,1138
ENSG00000085265,3
ENSG00000085274,755
ENSG00000085276,132
ENSG00000085365,1853
ENSG00000085377,1902
ENSG00000085382,266
ENSG00000085415,2106
ENSG00000085433,485
ENSG00000085449,1459
ENSG00000085465,208
ENSG00000085491,1240
ENSG00000085511,947
ENSG00000085514,249
ENSG00000085552,3468
ENSG00000085563,31
ENSG00000085644,850
ENSG00000085662,280
ENSG00000085719,5565
ENSG00000085721,2384
ENSG00000085733,44196
ENSG00000085741,125
ENSG00000085760,1471
ENSG00000085788,5109
ENSG00000085831,6751
ENSG00000085832,1669
ENSG00000085840,236
ENSG00000085871,1533
ENSG00000085872,2076
ENSG00000085978,2201
ENSG00000085982,1895
ENSG00000085998,3004
ENSG00000085999,222
ENSG00000086015,2823
ENSG00000086061,9174
ENSG00000086062,5266
ENSG00000086065,7012
ENSG00000086102,4028
ENSG00000086159,100
ENSG00000086189,1174
ENSG00000086200,1274
ENSG00000086205,1125
ENSG00000086232,7987
ENSG00000086288,0
ENSG00000086289,424
ENSG00000086300,393
ENSG00000086475,4165
ENSG00000086504,2637
ENSG00000086506,1
ENSG00000086544,3430
ENSG00000086548,3241
ENSG00000086570,1
ENSG00000086589,2408
ENSG00000086598,16986
ENSG00000086619,720
ENSG00000086666,4543
ENSG00000086696,3
ENSG00000086712,961
ENSG00000086717,35
ENSG00000086730,176
ENSG00000086758,7113
ENSG00000086827,818
ENSG00000086848,218
ENSG00000086967,3
ENSG00000086991,23
ENSG00000087008,1523
ENSG00000087053,842
ENSG00000087074,1416
ENSG00000087076,234
ENSG00000087077,3798
ENSG00000087085,21
ENSG00000087086,50148
ENSG00000087087,4468
ENSG00000087088,3382
ENSG00000087095,1903
ENSG00000087111,4530
ENSG00000087116,133
ENSG00000087128,0
ENSG00000087152,3457
ENSG00000087157,1072
ENSG00000087191,8106
ENSG00000087206,1258
ENSG00000087237,21
ENSG00000087245,1099
ENSG00000087250,5
ENSG00000087253,233
ENSG00000087258,247
ENSG00000087263,3094
ENSG00000087266,2162
ENSG00000087269,3310
ENSG00000087274,8291
ENSG00000087299,681
ENSG00000087301,782
ENSG00000087302,6987
ENSG00000087303,129
ENSG00000087338,1028
ENSG00000087365,11187
ENSG00000087448,1487
ENSG00000087460,40318
ENSG00000087470,2497
ENSG00000087494,9
ENSG00000087495,20
ENSG00000087502,2321
ENSG00000087510,1348
ENSG00000087586,1699
ENSG00000087589,13
ENSG00000087842,150
ENSG00000087884,1544
ENSG00000087903,329
ENSG00000087995,1453
ENSG00000088002,750
ENSG00000088035,762
ENSG00000088038,2839
ENSG00000088053,17
ENSG00000088179,436
ENSG00000088205,3449
ENSG00000088247,7118
ENSG00000088256,3316
ENSG00000088280,3365
ENSG00000088298,2389
ENSG00000088305,283
ENSG00000088320,23
ENSG00000088325,3821
ENSG00000088340,151
ENSG00000088356,1873
ENSG00000088367,1315
ENSG00000088386,27
ENSG00000088387,1005
ENSG00000088448,2845
ENSG00000088451,629
ENSG00000088538,23
ENSG00000088543,253
ENSG00000088682,3219
ENSG00000088726,2
ENSG00000088727,325
ENSG00000088756,36
ENSG00000088766,1143
ENSG00000088782,0
ENSG00000088808,761
ENSG00000088812,2731
ENSG00000088826,118
ENSG00000088827,723
ENSG00000088832,3165
ENSG00000088833,2195
ENSG00000088836,136
ENSG00000088854,415
ENSG00000088876,315
ENSG00000088881,200
ENSG00000088882,74
ENSG00000088888,4619
ENSG00000088899,52
ENSG00000088926,1
ENSG00000088930,5272
ENSG00000088970,1077
ENSG00000088986,7668
ENSG00000088992,65
ENSG00000089006,6534
ENSG00000089009,18422
ENSG00000089012,2
ENSG00000089022,1578
ENSG00000089041,52
ENSG00000089048,535
ENSG00000089050,2171
ENSG00000089053,5849
ENSG00000089057,1310
ENSG00000089060,1230
ENSG00000089063,2653
ENSG00000089091,217
ENSG00000089094,931
ENSG00000089101,57
ENSG00000089116,0
ENSG00000089123,278
ENSG00000089127,1891
ENSG00000089154,6812
ENSG00000089157,45192
ENSG00000089159,3040
ENSG00000089163,48
ENSG00000089169,0
ENSG00000089177,2605
ENSG00000089195,958
ENSG00000089199,1554
ENSG00000089220,14332
ENSG00000089225,5
ENSG00000089234,1194
ENSG00000089248,8200
ENSG00000089250,1
ENSG00000089280,9938
ENSG00000089289,1582
ENSG00000089327,1791
ENSG00000089335,380
ENSG00000089351,5835
ENSG00000089356,23470
ENSG00000089472,507
ENSG00000089486,302
ENSG00000089505,13
ENSG00000089558,1
ENSG00000089597,11043
ENSG00000089639,1463
ENSG00000089682,165
ENSG00000089685,2138
ENSG00000089692,100
ENSG00000089693,10157
ENSG00000089723,94
ENSG00000089737,5639
ENSG00000089775,934
ENSG00000089818,1825
ENSG00000089820,291
ENSG00000089847,127
ENSG00000089876,138
ENSG00000089902,1604
ENSG00000089916,982
ENSG00000090006,1387
ENSG00000090013,4637
ENSG00000090020,3178
ENSG00000090054,1695
ENSG00000090060,8030
ENSG00000090061,280
ENSG00000090097,1443
ENSG00000090104,595
ENSG00000090238,2215
ENSG00000090263,1394
ENSG00000090266,2627
ENSG00000090273,4835
ENSG00000090316,3335
ENSG00000090339,142
ENSG00000090372,5060
ENSG00000090376,22
ENSG00000090382,458
ENSG00000090402,0
ENSG00000090432,1574
ENSG00000090447,756
ENSG00000090470,887
ENSG00000090487,3057
ENSG00000090512,0
ENSG00000090520,4245
ENSG00000090530,67
ENSG00000090534,25
ENSG00000090539,631
ENSG00000090554,68
ENSG00000090565,2166
ENSG00000090581,2792
ENSG00000090612,779
ENSG00000090615,5585
ENSG00000090621,3857
ENSG00000090659,28
ENSG00000090661,4066
ENSG00000090674,645
ENSG00000090686,1715
ENSG00000090776,322
ENSG00000090857,1271
ENSG00000090861,17506
ENSG00000090863,7208
ENSG00000090889,727
ENSG00000090905,1284
ENSG00000090924,484
ENSG00000090932,5
ENSG00000090971,1491
ENSG00000090975,370
ENSG00000090989,1661
ENSG00000091009,546
ENSG00000091010,0
ENSG00000091039,642
ENSG00000091073,495
ENSG00000091106,47
ENSG00000091127,958
ENSG00000091128,3
ENSG00000091129,18
ENSG00000091136,841
ENSG00000091137,8
ENSG00000091138,364
ENSG00000091140,3225
ENSG00000091157,558
ENSG00000091164,4478
ENSG00000091181,1
ENSG00000091262,442
ENSG00000091317,3408
ENSG00000091409,1229
ENSG00000091428,423
ENSG00000091436,1076
ENSG00000091482,10
ENSG00000091483,5739
ENSG00000091490,363
ENSG00000091513,9
ENSG00000091527,8912
ENSG00000091536,160
ENSG00000091542,5635
ENSG00000091583,1
ENSG00000091592,102
ENSG00000091622,29
ENSG00000091640,2146
ENSG00000091651,345
ENSG00000091656,27
ENSG00000091664,0
ENSG00000091704,0
ENSG00000091732,862
ENSG00000091831,7266
ENSG00000091844,40
ENSG00000091879,206
ENSG00000091947,7830
ENSG00000091972,106
ENSG00000091986,214
ENSG00000092009,0
ENSG00000092010,10314
ENSG00000092020,1217
ENSG00000092036,1023
ENSG00000092051,3
ENSG00000092054,0
ENSG00000092067,13
ENSG00000092068,2794
ENSG00000092094,1448
ENSG00000092096,1702
ENSG00000092098,862
ENSG00000092108,3833
ENSG00000092140,547
ENSG00000092148,3046
ENSG00000092199,20745
ENSG00000092200,46
ENSG00000092201,5976
ENSG00000092203,4010
ENSG00000092208,524
ENSG00000092295,12
ENSG00000092330,2420
ENSG00000092345,0
ENSG00000092377,0
ENSG00000092421,162
ENSG00000092439,1201
ENSG00000092445,321
ENSG00000092470,906
ENSG00000092529,6
ENSG00000092531,2282
ENSG00000092607,40
ENSG00000092621,82
ENSG00000092758,42
ENSG00000092820,14573
ENSG00000092841,39644
ENSG00000092847,926
ENSG00000092850,90
ENSG00000092853,164
ENSG00000092871,1025
ENSG00000092929,218
ENSG00000092931,901
ENSG00000092964,388
ENSG00000092969,731
ENSG00000092978,1392
ENSG00000093000,4404
ENSG00000093009,679
ENSG00000093010,10677
ENSG00000093072,456
ENSG00000093100,2
ENSG00000093134,0
ENSG00000093144,123
ENSG00000093167,1710
ENSG00000093183,2726
ENSG00000093217,310
ENSG00000094631,939
ENSG00000094661,0
ENSG00000094755,14
ENSG00000094796,1
ENSG00000094804,1570
ENSG00000094841,272
ENSG00000094880,1548
ENSG00000094914,1933
ENSG00000094916,2840
ENSG00000094963,10
ENSG00000094975,4837
ENSG00000095002,1750
ENSG00000095015,1900
ENSG00000095059,2441
ENSG00000095066,2873
ENSG00000095110,2
ENSG00000095139,6478
ENSG00000095203,2576
ENSG00000095209,113
ENSG00000095261,3139
ENSG00000095303,266
ENSG00000095319,3891
ENSG00000095321,380
ENSG00000095370,265
ENSG00000095380,7768
ENSG00000095383,830
ENSG00000095397,176
ENSG00000095464,32
ENSG00000095485,876
ENSG00000095539,395
ENSG00000095564,1335
ENSG00000095574,644
ENSG00000095585,998
ENSG00000095587,62
ENSG00000095596,9
ENSG00000095627,0
ENSG00000095637,623
ENSG00000095713,0
ENSG00000095739,20412
ENSG00000095752,24
ENSG00000095777,151
ENSG00000095787,7541
ENSG00000095794,3242
ENSG00000095906,1960
ENSG00000095917,4
ENSG00000095932,8
ENSG00000095951,431
ENSG00000095970,516
ENSG00000095981,0
ENSG00000096006,66
ENSG00000096060,126
ENSG00000096063,1693
ENSG00000096070,2573
ENSG00000096080,1299
ENSG00000096088,58
ENSG00000096092,1836
ENSG00000096093,695
ENSG00000096264,0
ENSG00000096384,62103
ENSG00000096395,0
ENSG00000096401,2999
ENSG00000096433,1262
ENSG00000096654,430
ENSG00000096696,11036
ENSG00000096717,1311
ENSG00000096746,4329
ENSG00000096872,757
ENSG00000096968,436
ENSG00000096996,36
ENSG00000097007,3195
ENSG00000097021,620
ENSG00000097033,2274
ENSG00000097046,414
ENSG00000097096,479
ENSG00000099139,40
ENSG00000099194,18325
ENSG00000099203,627
ENSG00000099204,564
ENSG00000099219,4246
ENSG00000099246,4830
ENSG00000099250,692
ENSG00000099251,211
ENSG00000099256,485
ENSG00000099260,1222
ENSG00000099282,8586
ENSG00000099284,732
ENSG00000099290,1636
ENSG00000099308,1164
ENSG00000099326,966
ENSG00000099330,2127
ENSG00000099331,2406
ENSG00000099337,3801
ENSG00000099338,203
ENSG00000099341,8215
ENSG00000099364,1325
ENSG00000099365,28
ENSG00000099377,1647
ENSG00000099381,1858
ENSG00000099385,1965
ENSG00000099399,0
ENSG00000099617,5
ENSG00000099622,12593
ENSG00000099624,2458
ENSG00000099625,82
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,0
ENSG00000099769,24
ENSG00000099783,8852
ENSG00000099785,1298
ENSG00000099795,2576
ENSG00000099797,4158
ENSG00000099800,3238
ENSG00000099804,1784
ENSG00000099810,1063
ENSG00000099812,17332
ENSG00000099814,3158
ENSG00000099817,6702
ENSG00000099821,2916
ENSG00000099822,50
ENSG00000099834,57
ENSG00000099840,60
ENSG00000099849,3672
ENSG00000099860,2337
ENSG00000099864,2901
ENSG00000099866,9
ENSG00000099869,0
ENSG00000099875,5984
ENSG00000099889,1251
ENSG00000099899,2212
ENSG00000099901,4517
ENSG00000099904,1299
ENSG00000099910,1959
ENSG00000099917,5246
ENSG00000099937,3
ENSG00000099940,3720
ENSG00000099942,7052
ENSG00000099949,4339
ENSG00000099953,1647
ENSG00000099954,245
ENSG00000099956,6483
ENSG00000099957,7
ENSG00000099958,87
ENSG00000099960,15
ENSG00000099968,6413
ENSG00000099974,154
ENSG00000099977,2059
ENSG00000099984,0
ENSG00000099985,31
ENSG00000099991,6160
ENSG00000099992,1680
ENSG00000099994,297
ENSG00000099995,8651
ENSG00000099998,208
ENSG00000099999,1281
ENSG00000100003,4877
ENSG00000100012,1
ENSG00000100014,8217
ENSG00000100023,4592
ENSG00000100024,37
ENSG00000100027,111
ENSG00000100028,8268
ENSG00000100029,8407
ENSG00000100030,6942
ENSG00000100031,2370
ENSG00000100033,9370
ENSG00000100034,1360
ENSG00000100036,481
ENSG00000100038,31
ENSG00000100053,29
ENSG00000100055,415
ENSG00000100056,1683
ENSG00000100058,1960
ENSG00000100060,635
ENSG00000100065,5986
ENSG00000100068,688
ENSG00000100075,8430
ENSG00000100077,172
ENSG00000100078,20
ENSG00000100079,3
ENSG00000100083,6095
ENSG00000100084,1176
ENSG00000100092,3182
ENSG00000100095,46
ENSG00000100097,13751
ENSG00000100099,2306
ENSG00000100100,1898
ENSG00000100101,3
ENSG00000100104,1261
ENSG00000100105,7739
ENSG00000100106,1778
ENSG00000100109,2134
ENSG00000100116,5496
ENSG00000100121,1
ENSG00000100122,11
ENSG00000100124,2780
ENSG00000100129,6154
ENSG00000100138,8868
ENSG00000100139,2270
ENSG00000100142,3
ENSG00000100146,0
ENSG00000100147,345
ENSG00000100150,980
ENSG00000100151,2964
ENSG00000100154,421
ENSG00000100156,21
ENSG00000100162,1207
ENSG00000100167,485
ENSG00000100170,143
ENSG00000100181,21
ENSG00000100191,3
ENSG00000100196,6181
ENSG00000100197,18
ENSG00000100201,24524
ENSG00000100206,34
ENSG00000100207,3300
ENSG00000100209,1784
ENSG00000100211,1615
ENSG00000100216,5663
ENSG00000100218,7
ENSG00000100219,0
ENSG00000100220,6896
ENSG00000100221,4045
ENSG00000100225,12245
ENSG00000100226,4887
ENSG00000100227,9619
ENSG00000100228,659
