Gene stable ID,b9cc9d9a-33a0-4bed-90a0-23b3840d74ed
ENSG00000072571,87
ENSG00000072609,1167
ENSG00000072657,408
ENSG00000072682,2205
ENSG00000072694,1260
ENSG00000072736,1798
ENSG00000072756,880
ENSG00000072778,25064
ENSG00000072786,3293
ENSG00000072803,3389
ENSG00000072818,932
ENSG00000072832,871
ENSG00000072840,1816
ENSG00000072849,3089
ENSG00000072858,1585
ENSG00000072864,1097
ENSG00000072952,1687
ENSG00000072954,299
ENSG00000072958,4863
ENSG00000073008,1260
ENSG00000073050,2492
ENSG00000073060,9796
ENSG00000073067,11
ENSG00000073111,1122
ENSG00000073146,55
ENSG00000073150,159
ENSG00000073169,1347
ENSG00000073282,2603
ENSG00000073331,1695
ENSG00000073350,2402
ENSG00000073417,2220
ENSG00000073464,578
ENSG00000073536,1275
ENSG00000073578,8087
ENSG00000073584,4839
ENSG00000073598,1
ENSG00000073605,580
ENSG00000073614,3221
ENSG00000073670,32
ENSG00000073711,1490
ENSG00000073712,8868
ENSG00000073734,17
ENSG00000073737,894
ENSG00000073754,8
ENSG00000073756,467
ENSG00000073792,296
ENSG00000073803,1674
ENSG00000073849,7932
ENSG00000073861,77
ENSG00000073905,5
ENSG00000073910,4167
ENSG00000073921,14732
ENSG00000073969,1292
ENSG00000074047,300
ENSG00000074054,3532
ENSG00000074071,3269
ENSG00000074181,27569
ENSG00000074201,4002
ENSG00000074211,109
ENSG00000074219,2587
ENSG00000074266,1005
ENSG00000074276,8
ENSG00000074317,0
ENSG00000074319,3849
ENSG00000074356,2446
ENSG00000074370,3202
ENSG00000074410,9137
ENSG00000074416,36065
ENSG00000074527,10371
ENSG00000074582,1016
ENSG00000074590,3510
ENSG00000074603,2461
ENSG00000074621,1070
ENSG00000074657,2849
ENSG00000074660,1203
ENSG00000074695,7265
ENSG00000074696,9132
ENSG00000074706,116
ENSG00000074755,4279
ENSG00000074771,0
ENSG00000074800,51549
ENSG00000074803,17
ENSG00000074842,4515
ENSG00000074855,803
ENSG00000074935,635
ENSG00000074964,3348
ENSG00000074966,31
ENSG00000075035,365
ENSG00000075043,3
ENSG00000075073,53
ENSG00000075089,1385
ENSG00000075131,261
ENSG00000075142,4881
ENSG00000075151,3909
ENSG00000075188,844
ENSG00000075213,425
ENSG00000075218,128
ENSG00000075223,12402
ENSG00000075234,2500
ENSG00000075239,6364
ENSG00000075240,2266
ENSG00000075275,6169
ENSG00000075290,6
ENSG00000075292,6104
ENSG00000075303,811
ENSG00000075336,1149
ENSG00000075340,415
ENSG00000075388,0
ENSG00000075391,1572
ENSG00000075399,871
ENSG00000075407,1378
ENSG00000075413,3199
ENSG00000075415,23806
ENSG00000075420,5127
ENSG00000075426,11045
ENSG00000075429,0
ENSG00000075461,680
ENSG00000075539,3063
ENSG00000075568,3762
ENSG00000075618,4143
ENSG00000075624,304764
ENSG00000075643,523
ENSG00000075651,1747
ENSG00000075673,4
ENSG00000075702,106
ENSG00000075711,3487
ENSG00000075785,17332
ENSG00000075790,4833
ENSG00000075826,364
ENSG00000075856,2954
ENSG00000075884,729
ENSG00000075886,22
ENSG00000075891,23
ENSG00000075914,1623
ENSG00000075945,2645
ENSG00000075975,1742
ENSG00000076003,1830
ENSG00000076043,2662
ENSG00000076053,1246
ENSG00000076067,4636
ENSG00000076108,5694
ENSG00000076201,4107
ENSG00000076242,2275
ENSG00000076248,2930
ENSG00000076258,473
ENSG00000076321,1123
ENSG00000076344,969
ENSG00000076351,908
ENSG00000076356,2155
ENSG00000076382,312
ENSG00000076513,2854
ENSG00000076554,3411
ENSG00000076555,17518
ENSG00000076604,2587
ENSG00000076641,562
ENSG00000076650,760
ENSG00000076662,196
ENSG00000076685,945
ENSG00000076706,45913
ENSG00000076716,3362
ENSG00000076770,1015
ENSG00000076826,1314
ENSG00000076864,1053
ENSG00000076924,3978
ENSG00000076928,4538
ENSG00000076944,1892
ENSG00000076984,2476
ENSG00000077009,16
ENSG00000077044,2185
ENSG00000077063,545
ENSG00000077080,0
ENSG00000077092,379
ENSG00000077097,9448
ENSG00000077147,14428
ENSG00000077150,2951
ENSG00000077152,221
ENSG00000077157,7709
ENSG00000077232,5997
ENSG00000077235,5388
ENSG00000077238,3760
ENSG00000077254,5085
ENSG00000077264,494
ENSG00000077274,523
ENSG00000077279,39
ENSG00000077312,3554
ENSG00000077327,41
ENSG00000077348,858
ENSG00000077380,6080
ENSG00000077420,4268
ENSG00000077454,692
ENSG00000077458,681
ENSG00000077463,761
ENSG00000077498,0
ENSG00000077514,1155
ENSG00000077522,12
ENSG00000077549,15853
ENSG00000077585,1986
ENSG00000077616,141
ENSG00000077684,4293
ENSG00000077713,1476
ENSG00000077721,4035
ENSG00000077782,16993
ENSG00000077800,0
ENSG00000077935,20
ENSG00000077942,43688
ENSG00000077943,273
ENSG00000077984,467
ENSG00000078018,646
ENSG00000078043,1462
ENSG00000078053,414
ENSG00000078061,4837
ENSG00000078070,3699
ENSG00000078081,208
ENSG00000078098,913
ENSG00000078114,3556
ENSG00000078124,2035
ENSG00000078140,4285
ENSG00000078142,2184
ENSG00000078177,478
ENSG00000078237,432
ENSG00000078246,1908
ENSG00000078269,1718
ENSG00000078295,525
ENSG00000078304,7407
ENSG00000078319,466
ENSG00000078328,10
ENSG00000078369,26006
ENSG00000078399,983
ENSG00000078401,2374
ENSG00000078403,1356
ENSG00000078487,518
ENSG00000078549,516
ENSG00000078579,7
ENSG00000078589,74
ENSG00000078596,3976
ENSG00000078618,7543
ENSG00000078668,4553
ENSG00000078674,7743
ENSG00000078687,1888
ENSG00000078699,1804
ENSG00000078725,445
ENSG00000078747,2714
ENSG00000078795,9
ENSG00000078804,2823
ENSG00000078808,10688
ENSG00000078814,195
ENSG00000078898,90
ENSG00000078900,243
ENSG00000078902,5093
ENSG00000078967,2135
ENSG00000079101,165
ENSG00000079102,1097
ENSG00000079112,12
ENSG00000079134,1164
ENSG00000079150,779
ENSG00000079156,355
ENSG00000079215,2571
ENSG00000079246,18533
ENSG00000079257,1131
ENSG00000079263,324
ENSG00000079277,1943
ENSG00000079308,79937
ENSG00000079313,1732
ENSG00000079332,13034
ENSG00000079335,472
ENSG00000079337,3117
ENSG00000079385,1191
ENSG00000079387,736
ENSG00000079393,8
ENSG00000079432,6146
ENSG00000079435,53315
ENSG00000079459,11559
ENSG00000079462,1103
ENSG00000079482,654
ENSG00000079557,0
ENSG00000079616,1985
ENSG00000079689,175
ENSG00000079691,1480
ENSG00000079739,10147
ENSG00000079785,6824
ENSG00000079805,7826
ENSG00000079819,11176
ENSG00000079841,123
ENSG00000079931,338
ENSG00000079950,4992
ENSG00000079974,1033
ENSG00000079999,5281
ENSG00000080007,49
ENSG00000080031,73
ENSG00000080166,125
ENSG00000080189,3324
ENSG00000080200,1440
ENSG00000080224,35
ENSG00000080293,53
ENSG00000080298,927
ENSG00000080345,2678
ENSG00000080371,4471
ENSG00000080493,217
ENSG00000080503,13502
ENSG00000080511,3
ENSG00000080546,3387
ENSG00000080561,674
ENSG00000080572,0
ENSG00000080573,3943
ENSG00000080603,8943
ENSG00000080608,1455
ENSG00000080618,4
ENSG00000080644,26
ENSG00000080709,41
ENSG00000080802,1572
ENSG00000080815,5228
ENSG00000080819,780
ENSG00000080822,3124
ENSG00000080823,666
ENSG00000080824,54806
ENSG00000080839,327
ENSG00000080845,6755
ENSG00000080854,59
ENSG00000080910,0
ENSG00000080947,161
ENSG00000080986,133
ENSG00000081014,779
ENSG00000081019,1468
ENSG00000081026,1199
ENSG00000081041,825
ENSG00000081051,248
ENSG00000081052,192
ENSG00000081059,1640
ENSG00000081087,2625
ENSG00000081138,60
ENSG00000081148,7
ENSG00000081154,5630
ENSG00000081177,2374
ENSG00000081181,127
ENSG00000081189,3275
ENSG00000081237,2567
ENSG00000081248,0
ENSG00000081277,2328
ENSG00000081307,1905
ENSG00000081320,3365
ENSG00000081377,2219
ENSG00000081386,840
ENSG00000081479,2255
ENSG00000081665,1089
ENSG00000081692,1051
ENSG00000081721,599
ENSG00000081760,6389
ENSG00000081791,4090
ENSG00000081800,0
ENSG00000081803,2491
ENSG00000081818,370
ENSG00000081842,40
ENSG00000081853,337
ENSG00000081870,835
ENSG00000081913,1229
ENSG00000081923,2334
ENSG00000081985,138
ENSG00000082014,1799
ENSG00000082068,1646
ENSG00000082074,1043
ENSG00000082126,18
ENSG00000082146,1345
ENSG00000082153,7596
ENSG00000082175,3256
ENSG00000082196,295
ENSG00000082212,1476
ENSG00000082213,1112
ENSG00000082258,1904
ENSG00000082269,399
ENSG00000082293,4
ENSG00000082397,5208
ENSG00000082438,5658
ENSG00000082458,2443
ENSG00000082482,689
ENSG00000082497,1707
ENSG00000082512,1396
ENSG00000082515,1165
ENSG00000082516,1905
ENSG00000082556,43
ENSG00000082641,28112
ENSG00000082684,100
ENSG00000082701,2990
ENSG00000082781,26405
ENSG00000082805,3924
ENSG00000082898,6666
ENSG00000082929,1
ENSG00000082996,4053
ENSG00000083067,24
ENSG00000083093,563
ENSG00000083097,1262
ENSG00000083099,2032
ENSG00000083123,1360
ENSG00000083168,3614
ENSG00000083223,2047
ENSG00000083290,2327
ENSG00000083307,2111
ENSG00000083312,5582
ENSG00000083444,9117
ENSG00000083454,86
ENSG00000083457,1048
ENSG00000083520,2654
ENSG00000083535,844
ENSG00000083544,1392
ENSG00000083622,0
ENSG00000083635,422
ENSG00000083642,1980
ENSG00000083720,3676
ENSG00000083750,888
ENSG00000083782,2
ENSG00000083799,3172
ENSG00000083807,408
ENSG00000083812,773
ENSG00000083814,634
ENSG00000083817,410
ENSG00000083828,444
ENSG00000083838,518
ENSG00000083844,1813
ENSG00000083845,32502
ENSG00000083857,11943
ENSG00000083896,4378
ENSG00000083937,2648
ENSG00000084070,4524
ENSG00000084072,2539
ENSG00000084073,4127
ENSG00000084090,9778
ENSG00000084092,1828
ENSG00000084093,2134
ENSG00000084110,15
ENSG00000084112,2984
ENSG00000084207,21935
ENSG00000084234,50748
ENSG00000084444,2785
ENSG00000084453,40
ENSG00000084463,5597
ENSG00000084623,12326
ENSG00000084628,309
ENSG00000084636,8348
ENSG00000084652,5660
ENSG00000084674,303
ENSG00000084676,4585
ENSG00000084693,2339
ENSG00000084710,173
ENSG00000084731,1307
ENSG00000084733,7432
ENSG00000084734,15
ENSG00000084754,21092
ENSG00000084764,2235
ENSG00000084774,2815
ENSG00000085063,42996
ENSG00000085117,4780
ENSG00000085185,1245
ENSG00000085224,4082
ENSG00000085231,1032
ENSG00000085265,883
ENSG00000085274,914
ENSG00000085276,1375
ENSG00000085365,3064
ENSG00000085377,2331
ENSG00000085382,676
ENSG00000085415,1969
ENSG00000085433,1022
ENSG00000085449,2773
ENSG00000085465,168
ENSG00000085491,2091
ENSG00000085511,1698
ENSG00000085514,426
ENSG00000085552,1224
ENSG00000085563,487
ENSG00000085644,1790
ENSG00000085662,4198
ENSG00000085719,7242
ENSG00000085721,3462
ENSG00000085733,13537
ENSG00000085741,1298
ENSG00000085760,1848
ENSG00000085788,3376
ENSG00000085831,3297
ENSG00000085832,5664
ENSG00000085840,49
ENSG00000085871,3041
ENSG00000085872,2577
ENSG00000085978,1734
ENSG00000085982,2816
ENSG00000085998,4262
ENSG00000085999,74
ENSG00000086015,3534
ENSG00000086061,8066
ENSG00000086062,10039
ENSG00000086065,3554
ENSG00000086102,2771
ENSG00000086159,8
ENSG00000086189,1724
ENSG00000086200,1809
ENSG00000086205,200
ENSG00000086232,8721
ENSG00000086288,16
ENSG00000086289,3306
ENSG00000086300,3062
ENSG00000086475,3211
ENSG00000086504,3121
ENSG00000086506,12
ENSG00000086544,3209
ENSG00000086548,574
ENSG00000086570,1888
ENSG00000086589,3104
ENSG00000086598,15053
ENSG00000086619,1014
ENSG00000086666,4951
ENSG00000086696,225
ENSG00000086712,1860
ENSG00000086717,547
ENSG00000086730,825
ENSG00000086758,14913
ENSG00000086827,1287
ENSG00000086848,885
ENSG00000086967,19
ENSG00000086991,719
ENSG00000087008,2278
ENSG00000087053,1993
ENSG00000087074,9029
ENSG00000087076,521
ENSG00000087077,4380
ENSG00000087085,172
ENSG00000087086,251431
ENSG00000087087,4680
ENSG00000087088,1499
ENSG00000087095,1247
ENSG00000087111,5325
ENSG00000087116,4591
ENSG00000087128,196
ENSG00000087152,3456
ENSG00000087157,1065
ENSG00000087191,8536
ENSG00000087206,1353
ENSG00000087237,405
ENSG00000087245,52218
ENSG00000087250,3
ENSG00000087253,2038
ENSG00000087258,144
ENSG00000087263,2206
ENSG00000087266,3194
ENSG00000087269,2373
ENSG00000087274,20788
ENSG00000087299,313
ENSG00000087301,1030
ENSG00000087302,7553
ENSG00000087303,1063
ENSG00000087338,1522
ENSG00000087365,15387
ENSG00000087448,1717
ENSG00000087460,69895
ENSG00000087470,3454
ENSG00000087494,470
ENSG00000087495,107
ENSG00000087502,2648
ENSG00000087510,2396
ENSG00000087586,198
ENSG00000087589,210
ENSG00000087842,1424
ENSG00000087884,2385
ENSG00000087903,810
ENSG00000087995,778
ENSG00000088002,734
ENSG00000088035,806
ENSG00000088038,2627
ENSG00000088053,7
ENSG00000088179,1471
ENSG00000088205,3643
ENSG00000088247,8332
ENSG00000088256,7178
ENSG00000088280,3046
ENSG00000088298,1829
ENSG00000088305,154
ENSG00000088320,349
ENSG00000088325,504
ENSG00000088340,112
ENSG00000088356,1003
ENSG00000088367,8600
ENSG00000088386,178
ENSG00000088387,4904
ENSG00000088448,3861
ENSG00000088451,583
ENSG00000088538,118
ENSG00000088543,709
ENSG00000088682,2330
ENSG00000088726,125
ENSG00000088727,413
ENSG00000088756,659
ENSG00000088766,2490
ENSG00000088782,0
ENSG00000088808,1857
ENSG00000088812,4977
ENSG00000088826,504
ENSG00000088827,2991
ENSG00000088832,13822
ENSG00000088833,5536
ENSG00000088836,385
ENSG00000088854,2647
ENSG00000088876,757
ENSG00000088881,978
ENSG00000088882,2643
ENSG00000088888,7477
ENSG00000088899,813
ENSG00000088926,4
ENSG00000088930,5321
ENSG00000088970,1342
ENSG00000088986,10281
ENSG00000088992,317
ENSG00000089006,6355
ENSG00000089009,43166
ENSG00000089012,106
ENSG00000089022,1719
ENSG00000089041,471
ENSG00000089048,915
ENSG00000089050,1822
ENSG00000089053,6588
ENSG00000089057,2614
ENSG00000089060,3317
ENSG00000089063,8824
ENSG00000089091,294
ENSG00000089094,1553
ENSG00000089101,40
ENSG00000089116,1
ENSG00000089123,540
ENSG00000089127,1959
ENSG00000089154,7687
ENSG00000089157,77953
ENSG00000089159,8856
ENSG00000089163,98
ENSG00000089169,19
ENSG00000089177,2181
ENSG00000089195,932
ENSG00000089199,71
ENSG00000089220,28238
ENSG00000089225,295
ENSG00000089234,1794
ENSG00000089248,13020
ENSG00000089250,14
ENSG00000089280,13963
ENSG00000089289,4726
ENSG00000089327,8715
ENSG00000089335,1914
ENSG00000089351,3184
ENSG00000089356,9340
ENSG00000089472,1489
ENSG00000089486,2952
ENSG00000089505,30
ENSG00000089558,25
ENSG00000089597,24628
ENSG00000089639,1480
ENSG00000089682,389
ENSG00000089685,757
ENSG00000089692,144
ENSG00000089693,10271
ENSG00000089723,129
ENSG00000089737,12243
ENSG00000089775,701
ENSG00000089818,1870
ENSG00000089820,2071
ENSG00000089847,116
ENSG00000089876,2252
ENSG00000089902,1933
ENSG00000089916,1869
ENSG00000090006,17106
ENSG00000090013,6040
ENSG00000090020,4769
ENSG00000090054,3208
ENSG00000090060,8088
ENSG00000090061,440
ENSG00000090097,1800
ENSG00000090104,1381
ENSG00000090238,4010
ENSG00000090263,1909
ENSG00000090266,4418
ENSG00000090273,7839
ENSG00000090316,3811
ENSG00000090339,1757
ENSG00000090372,4674
ENSG00000090376,1178
ENSG00000090382,5899
ENSG00000090402,0
ENSG00000090432,3207
ENSG00000090447,613
ENSG00000090470,1519
ENSG00000090487,6103
ENSG00000090512,2
ENSG00000090520,3360
ENSG00000090530,800
ENSG00000090534,36
ENSG00000090539,866
ENSG00000090554,131
ENSG00000090565,2773
ENSG00000090581,4573
ENSG00000090612,1712
ENSG00000090615,6247
ENSG00000090621,8665
ENSG00000090659,2500
ENSG00000090661,5166
ENSG00000090674,2074
ENSG00000090686,3535
ENSG00000090776,3669
ENSG00000090857,2626
ENSG00000090861,9475
ENSG00000090863,16999
ENSG00000090889,108
ENSG00000090905,3378
ENSG00000090924,1337
ENSG00000090932,2
ENSG00000090971,621
ENSG00000090975,983
ENSG00000090989,2710
ENSG00000091009,1257
ENSG00000091010,5
ENSG00000091039,3598
ENSG00000091073,1133
ENSG00000091106,285
ENSG00000091127,757
ENSG00000091128,47
ENSG00000091129,300
ENSG00000091136,11172
ENSG00000091137,59
ENSG00000091138,796
ENSG00000091140,6421
ENSG00000091157,1713
ENSG00000091164,4254
ENSG00000091181,34
ENSG00000091262,1575
ENSG00000091317,6037
ENSG00000091409,9117
ENSG00000091428,696
ENSG00000091436,7049
ENSG00000091482,3
ENSG00000091483,4719
ENSG00000091490,2453
ENSG00000091513,5793
ENSG00000091527,12586
ENSG00000091536,104
ENSG00000091542,6622
ENSG00000091583,0
ENSG00000091592,2099
ENSG00000091622,409
ENSG00000091640,2603
ENSG00000091651,50
ENSG00000091656,1134
ENSG00000091664,0
ENSG00000091704,285
ENSG00000091732,1109
ENSG00000091831,16714
ENSG00000091844,68
ENSG00000091879,1131
ENSG00000091947,2769
ENSG00000091972,1311
ENSG00000091986,52325
ENSG00000092009,309
ENSG00000092010,9634
ENSG00000092020,1268
ENSG00000092036,1695
ENSG00000092051,122
ENSG00000092054,0
ENSG00000092067,12
ENSG00000092068,5488
ENSG00000092094,1736
ENSG00000092096,2200
ENSG00000092098,1057
ENSG00000092108,3097
ENSG00000092140,644
ENSG00000092148,7881
ENSG00000092199,19811
ENSG00000092200,40
ENSG00000092201,7183
ENSG00000092203,5383
ENSG00000092208,377
ENSG00000092295,125
ENSG00000092330,4178
ENSG00000092345,2
ENSG00000092377,0
ENSG00000092421,2621
ENSG00000092439,2180
ENSG00000092445,4148
ENSG00000092470,232
ENSG00000092529,87
ENSG00000092531,2970
ENSG00000092607,1184
ENSG00000092621,3206
ENSG00000092758,147
ENSG00000092820,13130
ENSG00000092841,69679
ENSG00000092847,2888
ENSG00000092850,51
ENSG00000092853,44
ENSG00000092871,1133
ENSG00000092929,846
ENSG00000092931,1741
ENSG00000092964,12366
ENSG00000092969,804
ENSG00000092978,965
ENSG00000093000,2857
ENSG00000093009,79
ENSG00000093010,8770
ENSG00000093072,6395
ENSG00000093100,14
ENSG00000093134,13
ENSG00000093144,4167
ENSG00000093167,2795
ENSG00000093183,4277
ENSG00000093217,209
ENSG00000094631,3365
ENSG00000094661,0
ENSG00000094755,6315
ENSG00000094796,7
ENSG00000094804,195
ENSG00000094841,661
ENSG00000094880,1835
ENSG00000094914,2640
ENSG00000094916,6753
ENSG00000094963,9067
ENSG00000094975,2851
ENSG00000095002,1391
ENSG00000095015,3082
ENSG00000095059,2520
ENSG00000095066,5021
ENSG00000095110,0
ENSG00000095139,11814
ENSG00000095203,2931
ENSG00000095209,563
ENSG00000095261,2631
ENSG00000095303,1119
ENSG00000095319,4358
ENSG00000095321,7820
ENSG00000095370,2089
ENSG00000095380,2932
ENSG00000095383,1401
ENSG00000095397,779
ENSG00000095464,22
ENSG00000095485,1393
ENSG00000095539,213
ENSG00000095564,1574
ENSG00000095574,1446
ENSG00000095585,595
ENSG00000095587,6
ENSG00000095596,30
ENSG00000095627,49
ENSG00000095637,38274
ENSG00000095713,303
ENSG00000095739,2294
ENSG00000095752,26
ENSG00000095777,26
ENSG00000095787,8406
ENSG00000095794,1076
ENSG00000095906,2942
ENSG00000095917,85
ENSG00000095932,19
ENSG00000095951,1364
ENSG00000095970,1164
ENSG00000095981,9
ENSG00000096006,143
ENSG00000096060,10701
ENSG00000096063,1621
ENSG00000096070,2027
ENSG00000096080,1114
ENSG00000096088,1081
ENSG00000096092,1135
ENSG00000096093,908
ENSG00000096264,0
ENSG00000096384,66973
ENSG00000096395,0
ENSG00000096401,2983
ENSG00000096433,2792
ENSG00000096654,498
ENSG00000096696,18914
ENSG00000096717,1651
ENSG00000096746,6492
ENSG00000096872,780
ENSG00000096968,1077
ENSG00000096996,190
ENSG00000097007,7957
ENSG00000097021,1053
ENSG00000097033,11798
ENSG00000097046,96
ENSG00000097096,280
ENSG00000099139,1548
ENSG00000099194,152466
ENSG00000099203,741
ENSG00000099204,17834
ENSG00000099219,2574
ENSG00000099246,5118
ENSG00000099250,13883
ENSG00000099251,100
ENSG00000099256,480
ENSG00000099260,14030
ENSG00000099282,8447
ENSG00000099284,1237
ENSG00000099290,2668
ENSG00000099308,1523
ENSG00000099326,1059
ENSG00000099330,1543
ENSG00000099331,5765
ENSG00000099337,1653
ENSG00000099338,166
ENSG00000099341,9411
ENSG00000099364,1102
ENSG00000099365,254
ENSG00000099377,1878
ENSG00000099381,2330
ENSG00000099385,3018
ENSG00000099399,0
ENSG00000099617,0
ENSG00000099622,24296
ENSG00000099624,4200
ENSG00000099625,22
ENSG00000099715,0
ENSG00000099721,0
ENSG00000099725,2
ENSG00000099769,33
ENSG00000099783,13157
ENSG00000099785,4935
ENSG00000099795,4693
ENSG00000099797,12413
ENSG00000099800,2561
ENSG00000099804,2340
ENSG00000099810,2031
ENSG00000099812,52
ENSG00000099814,4512
ENSG00000099817,11782
ENSG00000099821,2154
ENSG00000099822,19
ENSG00000099834,3
ENSG00000099840,110
ENSG00000099849,830
ENSG00000099860,3342
ENSG00000099864,10725
ENSG00000099866,31
ENSG00000099869,12
ENSG00000099875,13887
ENSG00000099889,1223
ENSG00000099899,1527
ENSG00000099901,2385
ENSG00000099904,2824
ENSG00000099910,1739
ENSG00000099917,5902
ENSG00000099937,12
ENSG00000099940,2915
ENSG00000099942,5092
ENSG00000099949,3476
ENSG00000099953,533
ENSG00000099954,241
ENSG00000099956,3955
ENSG00000099957,137
ENSG00000099958,1008
ENSG00000099960,335
ENSG00000099968,4879
ENSG00000099974,107
ENSG00000099977,1845
ENSG00000099984,54
ENSG00000099985,44
ENSG00000099991,4087
ENSG00000099992,1610
ENSG00000099994,4423
ENSG00000099995,9712
ENSG00000099998,4047
ENSG00000099999,1026
ENSG00000100003,3636
ENSG00000100012,1
ENSG00000100014,3216
ENSG00000100023,2779
ENSG00000100024,12
ENSG00000100027,179
ENSG00000100028,4255
ENSG00000100029,4097
ENSG00000100030,7857
ENSG00000100031,4607
ENSG00000100033,280
ENSG00000100034,4803
ENSG00000100036,281
ENSG00000100038,16
ENSG00000100053,4
ENSG00000100055,1693
ENSG00000100056,1156
ENSG00000100058,511
ENSG00000100060,2007
ENSG00000100065,2072
ENSG00000100068,207
ENSG00000100075,7347
ENSG00000100077,3305
ENSG00000100078,66
ENSG00000100079,178
ENSG00000100083,3281
ENSG00000100084,1007
ENSG00000100092,872
ENSG00000100095,43
ENSG00000100097,53525
ENSG00000100099,2430
ENSG00000100100,5883
ENSG00000100101,1
